claim_id,source_id,locator,evidence_role,excerpt_id,evidence_status,reviewer,reviewed_at
lu-jiuyuan-remove-obscurations-original-mind,lu-jiuyuan-yulu-benxin,《象山先生全集》卷三十五〈语录〉,primary,ex-lu-jiuyuan-remove-obscurations-original-mind,locator-reviewed,codex-song-qing-primary-and-comparative-pass,2026-07-17
zhang-shi-righteousness-without-profit-motive,zhang-shi-yili,朱熹《晦庵先生朱文公文集》卷八十九〈右文殿修撰张公神道碑〉引张栻常言,primary,ex-zhang-shi-righteousness-without-profit-motive,locator-reviewed,codex-primary-source-pass,2026-07-17
lu-jiuyuan-mind-universe,lu-jiuyuan-zashuo-22,《陆九渊集》卷三十六〈年谱〉，少年读“宇宙”二字条,primary,ex-lu-jiuyuan-mind-universe,locator-reviewed,codex-primary-source-pass,2026-07-14
lu-jiuyuan-mind-universe,lu-jiuyuan-nianpu-36,《陆九渊集》卷三十六〈年谱〉，少年读“宇宙”二字条,primary,ex-lu-jiuyuan-mind-universe,locator-reviewed,codex-primary-source-pass,2026-07-17
lv-zuqian-historical-situated-understanding,lv-zuqian-lize,《丽泽论说集录》卷三，论读史法条,primary,ex-lv-zuqian-historical-situated-understanding,locator-reviewed,codex-primary-source-pass,2026-07-17
zhu-xi-ren-generative-heart,zhu-xi-renshuo,《晦庵先生朱文公文集》卷六十七〈仁说〉首段,primary,ex-zhu-xi-ren-generative-heart,locator-reviewed,codex-primary-source-pass,2026-07-17
chen-liang-dao-within-things-affairs,chen-liang-jingshu-fati,《龙川文集》卷九〈经书发题〉论道器段,primary,ex-chen-liang-dao-within-things-affairs,locator-reviewed,codex-primary-source-pass,2026-07-17
ye-shi-one-realized-through-pairs,ye-shi-zhongyong,《水心先生别集》卷七〈进卷·中庸〉首段,primary,ex-ye-shi-one-realized-through-pairs,locator-reviewed,codex-primary-source-pass,2026-07-17
xu-heng-reverence-and-investigation,xu-heng-luzhai-yishu,《鲁斋遗书》卷一〈语录〉论为学之方条,primary,ex-xu-heng-reverence-and-investigation,locator-reviewed,codex-primary-source-pass,2026-07-17
wang-yinglin-learning-requires-broad-evidence,wang-yinglin-kunxue,《困学纪闻》卷八〈经说〉“多闻阙疑”条,primary,ex-wang-yinglin-learning-requires-broad-evidence,locator-reviewed,codex-primary-source-pass,2026-07-17
wu-cheng-dao-within-mind,wu-cheng-benxinlouji,《吴文正集》卷二十六〈仙城本心楼记〉中段,primary,ex-wu-cheng-dao-within-mind,locator-reviewed,codex-primary-source-pass,2026-07-17
wu-yubi-learning-in-minute-affairs,wu-yubi-rilu,《康斋日录》娄谅从学条,primary,ex-wu-yubi-learning-in-minute-affairs,locator-reviewed,codex-primary-source-pass,2026-07-17
chen-xianzhang-stillness-moral-intimation,chen-xianzhang-mingshi,《明史》卷二百八十三〈陈献章传〉论其教学法段,primary,ex-chen-xianzhang-stillness-moral-intimation,locator-reviewed,codex-primary-source-pass,2026-07-17
wang-yangming-liangzhi-present-knowing,wang-yangming-chuanxilu-liangzhi,《传习录》中，答欧阳崇一,primary,ex-wang-yangming-liangzhi-present-knowing,locator-reviewed,codex-song-qing-primary-and-comparative-pass,2026-07-17
luo-qinshun-principle-is-qi-pattern,src-luoqinshun-kunzhiji-xulu,《困知记续录》第三十八条,primary,ex-luo-qinshun-principle-is-qi-pattern,locator-reviewed,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17
wang-gen-self-respect-foundation-governance,wang-gen-yulu-anshen,《王心斋先生全集》卷三〈语录〉安身章,primary,ex-wang-gen-self-respect-foundation-governance,locator-reviewed,codex-song-qing-primary-and-comparative-pass,2026-07-17
wang-yangming-unity-knowledge-action,wang-yangming-chuanxilu-xuai,《传习录》上〈徐爱录〉，答徐爱知行先后之问,primary,ex-wang-yangming-unity-knowledge-action,locator-reviewed,codex-primary-source-pass,2026-07-17
wang-tingxiang-primordial-qi-is-ultimate,src-wangtingxiang-shenyan-mingruxuean,《明儒学案》所录王廷相《阴阳管见辨》答论元气段,secondary,ex-wang-tingxiang-primordial-qi-is-ultimate,locator-reviewed,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17
zhan-ruoshui-recognize-principle-everywhere,zhan-ruoshui-ganquan,《甘泉先生文集》卷七〈答阳明王都宪论格物〉,primary,ex-zhan-ruoshui-recognize-principle-everywhere,locator-reviewed,codex-primary-source-pass,2026-07-17
wang-gen-way-in-common-daily-life,wang-gen-xinzhai,《王心斋先生全集》卷三〈语录〉论百姓日用条,primary,ex-wang-gen-way-in-common-daily-life,locator-reviewed,codex-primary-source-pass,2026-07-17
qian-dehong-no-good-evil-and-cultivation,qian-dehong-xuwang,钱德洪〈刻文录叙说〉记天泉证道及后续解释段,primary,ex-qian-dehong-no-good-evil-and-cultivation,locator-reviewed,codex-primary-source-pass,2026-07-17
wang-ji-four-nothings,wang-ji-tianquanzhengdao,《龙溪王先生全集》卷一〈天泉证道纪〉王畿所陈本心之学段,primary,ex-wang-ji-four-nothings,locator-reviewed,codex-primary-source-pass,2026-07-17
li-zhi-daily-needs-human-relations,li-zhi-dafen-shu-dayong,《焚书》卷一〈答邓石阳〉,primary,ex-li-zhi-daily-needs-human-relations,locator-reviewed,codex-song-qing-primary-and-comparative-pass,2026-07-17
luo-rufang-filial-affection-original-mind,luo-rufang-xutan,《盱坛直诠》上卷，论赤子良心条,primary,ex-luo-rufang-filial-affection-original-mind,locator-reviewed,codex-primary-source-pass,2026-07-17
li-zhi-childlike-mind-authenticity,li-zhi-tongxinshuo,《焚书》卷三〈童心说〉开篇,primary,ex-li-zhi-childlike-mind-authenticity,locator-reviewed,codex-primary-source-pass,2026-07-17
lv-kun-form-and-qi-generate-world,src-lvkun-shenyinyu-tiandi,《呻吟语·天地》“形气”条,primary,ex-lv-kun-form-and-qi-generate-world,locator-reviewed,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17
gao-panlong-embodied-way-unifies-knowing-doing,src-gaopanlong-gaozi-yishu,《高子遗书》卷首陈龙正序引高子学旨段,primary,ex-gao-panlong-embodied-way-unifies-knowing-doing,locator-reviewed,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17
gu-xiancheng-moral-practice-and-public-duty,src-guxiancheng-donglin-liezhuan,《东林列传》卷二《顾宪成传》论学段,primary,ex-gu-xiancheng-moral-practice-and-public-duty,locator-reviewed,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17
liu-zongzhou-vigilance-in-solitude,liu-zongzhou-renpu,《人谱》〈人极图说〉及〈证人要旨〉慎独条,primary,ex-liu-zongzhou-vigilance-in-solitude,locator-reviewed,codex-primary-source-pass,2026-07-17
wang-daiyu-true-one-transcends-form,wang-daiyu-zhengjiao,《正教真诠》上卷〈真一〉首段,primary,ex-wang-daiyu-true-one-transcends-form,locator-reviewed,codex-primary-source-pass,2026-07-17
fang-yizhi-empirical-investigation-of-things,src-fangyizhi-wulixiaoshi-preface,《物理小识·自序》开篇界定质测段,primary,ex-fang-yizhi-empirical-investigation-of-things,locator-reviewed,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17
gu-yanwu-classics-ground-principle-learning,gu-yanwu-yu-qiushu,《亭林文集》卷三〈与友人论学书〉,primary,ex-gu-yanwu-classics-ground-principle-learning,locator-reviewed,codex-song-qing-primary-and-comparative-pass,2026-07-17
huang-zongxi-law-public-not-dynastic,huang-zongxi-yuanfa,《明夷待访录·原法》首段,primary,ex-huang-zongxi-law-public-not-dynastic,locator-reviewed,codex-song-qing-primary-and-comparative-pass,2026-07-17
wang-fuzhi-constant-principle-daily-renewal,wang-fuzhi-shangshu-yinyi,《尚书引义》卷三〈太甲二〉,primary,ex-wang-fuzhi-constant-principle-daily-renewal,locator-reviewed,codex-song-qing-primary-and-comparative-pass,2026-07-17
wang-fuzhi-dao-in-concrete-things,wang-fuzhi-zhouyi-waizhuan-5,《周易外传》卷五，释《系辞上传》第十二章，第二节（中国哲学书电子化计划行174—176）,primary,ex-wang-fuzhi-dao-in-concrete-things,locator-reviewed,codex-primary-source-pass,2026-07-17
huang-zongxi-world-primary-ruler-guest,huang-zongxi-yuanjun,《明夷待访录·原君》第三段,primary,ex-huang-zongxi-world-primary-ruler-guest,locator-reviewed,codex-primary-source-pass,2026-07-17
gu-yanwu-everyone-responsible-for-tianxia,gu-yanwu-zhengshi,《日知录》卷十三〈正始〉末段,primary,ex-gu-yanwu-everyone-responsible-for-tianxia,locator-reviewed,codex-primary-source-pass,2026-07-17
yan-yuan-learning-through-active-practice,yan-yuan-cunxue-bian,《存学编》卷一总论,primary,ex-yan-yuan-learning-through-active-practice,locator-reviewed,codex-song-qing-primary-and-comparative-pass,2026-07-17
yan-yuan-learning-through-active-practice,yan-yuan-cunxue-bian,《存学编》〈性理评〉首段,primary,ex-yan-yuan-learning-through-active-practice,locator-reviewed,codex-song-qing-primary-and-comparative-pass,2026-07-17
ma-zhu-divine-unity-obedience,ma-zhu-qingzhen,《清真指南》卷一〈认主〉开篇,primary,ex-ma-zhu-divine-unity-obedience,locator-reviewed,codex-primary-source-pass,2026-07-17
yan-yuan-knowledge-through-practice,yan-yuan-xizhai,《习斋记余》卷三〈答齐笃公秀才书〉,primary,ex-yan-yuan-knowledge-through-practice,locator-reviewed,codex-primary-source-pass,2026-07-17
tang-zhen-emperors-as-predatory-power,src-tangzhen-qianshu-shiyu,《潜书·室语》开篇,primary,ex-tang-zhen-emperors-as-predatory-power,locator-reviewed,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17
li-gong-learning-is-enactment,li-gong-shugu,《恕谷后集》卷二〈答门人问学〉,primary,ex-li-gong-learning-is-enactment,locator-reviewed,codex-primary-source-pass,2026-07-17
liu-zhi-real-one-and-numerical-one,liu-zhi-tianfang,《天方性理》本经第一章“真一流出数一”图说,primary,ex-liu-zhi-real-one-and-numerical-one,locator-reviewed,codex-primary-source-pass,2026-07-17
dai-zhen-blood-qi-and-mind-one-root,dai-zhen-mengzi-ziyi-yu,《孟子字义疏证》卷上，论血气心知一本,primary,ex-dai-zhen-blood-qi-and-mind-one-root,locator-reviewed,codex-song-qing-primary-and-comparative-pass,2026-07-17
zhang-xuecheng-way-never-separate-instruments,zhang-xuecheng-yuan-dao,《文史通义·原道中》开篇,primary,ex-zhang-xuecheng-way-never-separate-instruments,locator-reviewed,codex-song-qing-primary-and-comparative-pass,2026-07-17
dai-zhen-li-fulfillment-feeling,dai-zhen-mengzi-ziyi-li,《孟子字义疏证》卷上〈理〉首节,primary,ex-dai-zhen-li-fulfillment-feeling,locator-reviewed,codex-primary-source-pass,2026-07-17
zhang-xuecheng-six-classics-are-history,zhang-xuecheng-yijiao,《文史通义》内篇一〈易教上〉开篇,primary,ex-zhang-xuecheng-six-classics-are-history,locator-reviewed,codex-primary-source-pass,2026-07-17
gong-zizhen-institutions-change-talent-judgment,src-gong-shangdaxueshishu-wikisource,《龚自珍集》卷五《上大学士书》开篇,primary,ex-gong-zizhen-institutions-change-talent-judgment,locator-reviewed,late-qing-republic-2026-07-15-a,2026-07-17
jiao-xun-nature-capacity-through-practice,jiao-xun-mengzi-zhengyi,《孟子正义》卷二十六，释“人皆有不忍人之心”及“能”字段,primary,ex-jiao-xun-nature-capacity-through-practice,locator-reviewed,codex-primary-source-pass,2026-07-17
ruan-yuan-ren-between-persons,ruan-yuan-lunren,《揅经室集》一集卷八〈论语论仁论〉首段及结论段,primary,ex-ruan-yuan-ren-between-persons,locator-reviewed,codex-primary-source-pass,2026-07-17
wei-yuan-learn-foreign-techniques-for-strategic-agency,src-wei-haiguotuzhi-yuanxu-wikisource,《海国图志·原叙》首段，说明著书三旨处,primary,ex-wei-yuan-learn-foreign-techniques-for-strategic-agency,locator-reviewed,late-qing-republic-2026-07-15-a,2026-07-17
feng-guifen-chinese-ethics-western-techniques,src-fengguifen-xiaobinlu,《校邠庐抗议·采西学议》结论段；中国作家网核录引文,secondary,ex-feng-guifen-chinese-ethics-western-techniques,locator-reviewed,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17
tan-sitong-ren-as-communication,wikisource-renxue,《仁学·仁学界说二十七界说》第1、7条,primary,ex-tan-sitong-ren-as-communication,locator-reviewed,modern-primary-batch,2026-07-17
yan-fu-national-strength-people-capacity-intelligence-virtue,src-yan-yuanqiang-wikisource,《原强》末段，“今日要政，统于三端”处,primary,ex-yan-fu-national-strength-people-capacity-intelligence-virtue,locator-reviewed,late-qing-republic-2026-07-15-a,2026-07-17
kang-youwei-great-unity-abolish-national-boundaries,src-kang-datongshu-yibu-wikisource,《大同书·乙部》“去国界合大地”条，第四项,primary,ex-kang-youwei-great-unity-abolish-national-boundaries,locator-reviewed,late-qing-republic-2026-07-15-a,2026-07-17
liang-qichao-renew-the-people,wikisource-xinminshuo,《新民说》第二节‘论新民为今日中国第一急务’,primary,ex-liang-qichao-renew-the-people,locator-reviewed,modern-primary-batch,2026-07-17
yan-fu-free-speech-civil-society,iep-modern-chinese-expansion,"section 4.a ‘Yan Fu and Western Learning’, paragraph 2",secondary,ex-yan-fu-free-speech-civil-society,locator-reviewed,modern-expansion-agent-2026-07-17,2026-07-17
sun-yat-sen-popular-sovereignty,sunyatsen-sanmin-primary,《三民主义》‘民权主义’开篇,primary,ex-sun-yat-sen-popular-sovereignty,locator-reviewed,modern-primary-batch,2026-07-17
zhang-taiyan-revolution-produces-public-reason-and-removes-custom,src-zhangtaiyan-bokang-wikisource,《驳康有为论革命书》中段，回应“公理未明、旧俗俱在”论证,primary,ex-zhang-taiyan-revolution-produces-public-reason-and-removes-custom,locator-reviewed,late-qing-republic-2026-07-15-a,2026-07-17
he-zhen-gender-subjugation-interlocks-capitalism-imperialism-patriarchy,src-hezhen-birth-chinese-feminism-cup,出版社内容提要，第1—3段；目录所列何殷震六篇论文,secondary,ex-he-zhen-gender-subjugation-interlocks-capitalism-imperialism-patriarchy,locator-reviewed,late-qing-republic-2026-07-15-a,2026-07-17
cai-yuanpei-education-personality,wikisource-cai-education-1900,《一九〇〇年以来教育之进步》‘教育之高尚理想’,primary,ex-cai-yuanpei-education-personality,locator-reviewed,modern-primary-batch,2026-07-17
hu-shi-hypothesis-verification-method,iep-modern-chinese-expansion,"section 4.c ‘Hu Shi’, final paragraph",secondary,ex-hu-shi-hypothesis-verification-method,locator-reviewed,modern-expansion-agent-2026-07-17,2026-07-17
liang-shuming-cultural-inward-moderation,iep-modern-chinese-philosophy,"section 3.c, paragraphs 3–4",secondary,ex-liang-shuming-cultural-inward-moderation,locator-reviewed,modern-confucian-source-pass,2026-07-17
zhang-junmai-mind-free-will-causality,iep-zhang-junmai-expansion,"section 2, paragraphs 7–10",secondary,ex-zhang-junmai-mind-free-will-causality,locator-reviewed,modern-expansion-agent-2026-07-17,2026-07-17
sun-yat-sen-livelihood-public-responsibility,iep-modern-chinese-expansion,"section 3.b, paragraph ending with the third Principle",secondary,ex-sun-yat-sen-livelihood-public-responsibility,locator-reviewed,modern-expansion-agent-2026-07-17,2026-07-17
hu-shi-problems-before-isms,wikisource-hushi-problems-isms,《问题与主义》第一节,primary,ex-hu-shi-problems-before-isms,locator-reviewed,modern-primary-batch,2026-07-17
xiong-shili-wisdom-nondual,sep-modern-confucianism-2023,"section 3, paragraphs 1–2",secondary,ex-xiong-shili-wisdom-nondual,locator-reviewed,modern-confucian-source-pass,2026-07-17
xiong-shili-reality-internal-self-realization,sep-modern-confucianism-expansion-2023,"section 3, paragraphs 4–6, citing Xiong 1932 [2015], pp. 25–26, 159",secondary,ex-xiong-shili-reality-internal-self-realization,locator-reviewed,modern-expansion-agent-2026-07-17,2026-07-17
lu-xun-selective-cultural-appropriation,src-luxun-nalalism,《拿来主义》结尾“占有，挑选”与总结段,primary,ex-lu-xun-selective-cultural-appropriation,locator-reviewed,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17
li-da-dialectics-logic-epistemology-unified-practical-philosophy,src-lida-knight-epistemology-logic,章首内容提要，第1句,secondary,ex-li-da-dialectics-logic-epistemology-unified-practical-philosophy,locator-reviewed,late-qing-republic-2026-07-15-a,2026-07-17
ma-yifu-six-arts-interconnected-hermeneutic-whole,src-mayifu-liuyilun-zhexueyanjiu,论文摘要，第3—4句，论“道—道术”层次与诠释学循环,secondary,ex-ma-yifu-six-arts-interconnected-hermeneutic-whole,locator-reviewed,late-qing-republic-2026-07-15-a,2026-07-17
zhang-dongsun-knowledge-culturally-and-linguistically-mediated,src-zhangdongsun-iep-topics,“Zhang Dongsun: Pluralistic Cultural Epistemology”第2—3段,secondary,ex-zhang-dongsun-knowledge-culturally-and-linguistically-mediated,locator-reviewed,late-qing-republic-2026-07-15-a,2026-07-17
zhang-junmai-science-limited-before-free-life-outlook,src-zhangjunmai-iep,第2节“The Debate of 1923 and Zhang's Moral Metaphysics”，第2—5段,secondary,ex-zhang-junmai-science-limited-before-free-life-outlook,locator-reviewed,late-qing-republic-2026-07-15-a,2026-07-17
ai-siqi-philosophy-worldview-practical,src-ai-siqi-dazhong-zhexue-fudan-study,PDF第3—4页，讨论艾思奇《大众哲学》“哲学就是关于世界观的学问”定义段,secondary,ex-ai-siqi-philosophy-worldview-practical,locator-reviewed,codex-zen-modern-source-review,2026-07-17
ai-siqi-philosophy-popular-language,atlantis-ai-siqi-popular-philosophy-2017,"publisher abstract, sentences 1–3",primary,ex-ai-siqi-philosophy-popular-language,locator-reviewed,modern-expansion-agent-2026-07-17,2026-07-17
mao-zedong-contradiction-particularity-method,mia-mao-on-contradiction-expansion,《矛盾论》第四节‘主要的矛盾和主要的矛盾方面’末段,primary,ex-mao-zedong-contradiction-particularity-method,locator-reviewed,modern-expansion-agent-2026-07-17,2026-07-17
feng-youlan-true-real-realm,iep-feng-youlan,"Philosophy, paragraph 2; section 3, paragraph 1",secondary,ex-feng-youlan-true-real-realm,locator-reviewed,modern-confucian-source-pass,2026-07-17
feng-youlan-universal-particular-logical-analysis,iep-feng-youlan-expansion,"section 2.b, paragraphs 2–4",secondary,ex-feng-youlan-universal-particular-logical-analysis,locator-reviewed,modern-expansion-agent-2026-07-17,2026-07-17
he-lin-confucianism-organic-renewal,src-he-lin-wenhua-yu-rensheng-scan,《文化与人生》第一篇〈儒家思想的新开展〉开篇,primary,ex-he-lin-confucianism-organic-renewal,locator-reviewed,codex-zen-modern-source-review,2026-07-17
jin-yuelin-dao-formed-stuff-unity,src-jinyuelin-hu-theory-dao-wiley,章内“Form and Stuff”及“Reality and Process”两节,secondary,ex-jin-yuelin-dao-formed-stuff-unity,locator-reviewed,late-qing-republic-2026-07-15-a,2026-07-17
mao-zedong-practice-truth,mia-mao-on-practice,《实践论》结论部分,primary,ex-mao-zedong-practice-truth,locator-reviewed,modern-primary-batch,2026-07-17
qian-mu-cultural-subjectivity-without-rejecting-western-methods,src-qianmu-political-institutions-ntu,论文摘要，第2—4句,secondary,ex-qian-mu-cultural-subjectivity-without-rejecting-western-methods,locator-reviewed,late-qing-republic-2026-07-15-a,2026-07-17
tang-junyi-human-spirit-intrinsic-value,sep-modern-confucianism-2023,"section 4, paragraphs 2–4",secondary,ex-tang-junyi-human-spirit-intrinsic-value,locator-reviewed,modern-confucian-source-pass,2026-07-17
fang-dongmei-universe-living-field,src-fang-dongmei-chinese-life-quoted,《中国人生哲学》1985年第6版，第114—115页；网页注xiv所引段落,secondary,ex-fang-dongmei-universe-living-field,locator-reviewed,codex-zen-modern-source-review,2026-07-17
xu-fuguan-embodied-moral-recognition,sep-modern-confucianism-expansion-2023,"sections 3.1 and 4.4, paragraphs 1–7",secondary,ex-xu-fuguan-embodied-moral-recognition,locator-reviewed,modern-expansion-agent-2026-07-17,2026-07-17
xu-fuguan-heart-fasting-artistic-subject,src-xu-fuguan-art-spirit-manuscript,PDF第73—93页，〈第六节 心斋与知觉活动〉开篇及〈艺术精神的主体〉段,secondary,ex-xu-fuguan-heart-fasting-artistic-subject,locator-reviewed,codex-zen-modern-source-review,2026-07-17
mou-zongsan-autonomy-known-practically,sep-modern-confucianism-2023,"section 3.3, paragraphs 3–8",secondary,ex-mou-zongsan-autonomy-known-practically,locator-reviewed,modern-confucian-source-pass,2026-07-17
mou-zongsan-moral-feelings-true-self,sep-modern-confucianism-expansion-2023,"section 4.2, paragraphs 4–10",secondary,ex-mou-zongsan-moral-feelings-true-self,locator-reviewed,modern-expansion-agent-2026-07-17,2026-07-17
tang-junyi-affective-connection-mind-world,sep-modern-confucianism-expansion-2023,"section 3.2, paragraphs 6–9",secondary,ex-tang-junyi-affective-connection-mind-world,locator-reviewed,modern-expansion-agent-2026-07-17,2026-07-17
lao-szekwang-fundamental-question-method,src-lao-szekwang-method-sinica,PDF第74—76页“基源研究法”讨论，转引《新编中国哲学史》卷一第14—15页,secondary,ex-lao-szekwang-fundamental-question-method,locator-reviewed,codex-zen-modern-source-review,2026-07-17
wang-ruoshui-real-social-practical-human,src-wang-ruoshui-human-starting-point,“从抽象王国到现实的人的世界”第76—81段及“要把劳动者看作人”第83—90段,primary,ex-wang-ruoshui-real-social-practical-human,locator-reviewed,codex-zen-modern-source-review,2026-07-17
wang-ruoshui-socialist-alienation-humanism,sage-wang-ruoshui-alienation-1984,journal landing-page abstract and editorial introduction,primary,ex-wang-ruoshui-socialist-alienation-humanism,locator-reviewed,modern-expansion-agent-2026-07-17,2026-07-17
li-zehou-subjectality-productive-practice,li-zehou-subjectality-response-1999,"Philosophy East and West 49.2 (1999), pp. 176–180；并参〈关于主体性的补充说明〉（1985）第15页",secondary,ex-li-zehou-subjectality-productive-practice,locator-reviewed,codex-primary-source-pass,2026-07-17
zhang-dainian-inclusive-harmony,src-zhang-dainian-jianhe-tsinghua,《张岱年全集》第6卷第225页“兼和”定义；第8卷第602页〈八十自述〉,secondary,ex-zhang-dainian-inclusive-harmony,locator-reviewed,codex-zen-modern-source-review,2026-07-17
feng-qi-wisdom-general-epistemology,ecnu-fengqi-wisdom-2005,"abstract, sentences 1–4",secondary,ex-feng-qi-wisdom-general-epistemology,locator-reviewed,modern-expansion-agent-2026-07-17,2026-07-17
zhang-dainian-creative-comprehensive-synthesis,wiley-zhang-dainian-creative-synthesis-2002,"chapter 12, title and overview",secondary,ex-zhang-dainian-creative-comprehensive-synthesis,locator-reviewed,modern-expansion-agent-2026-07-17,2026-07-17
li-zehou-cultural-sedimentation-aesthetic-body,uhp-li-zehou-sedimentation-2018,"chapter 13, pp. 313–334, title and chapter framing",secondary,ex-li-zehou-cultural-sedimentation-aesthetic-body,locator-reviewed,modern-expansion-agent-2026-07-17,2026-07-17
feng-qi-theory-into-method-and-virtue,src-feng-qi-wisdom-introduction,〈智慧的探索——《智慧说三篇》导论〉开篇回顾“两化”命题及结尾“通过它并且超过它”段,primary,ex-feng-qi-theory-into-method-and-virtue,locator-reviewed,codex-zen-modern-source-review,2026-07-17
zhang-shiying-difference-and-interconnection,src-zhang-shiying-similarity-communication-pku,《北京大学学报》1995年第4期，第53—59页；网页摘要全文,primary,ex-zhang-shiying-difference-and-interconnection,locator-reviewed,codex-zen-modern-source-review,2026-07-17
cheng-chung-ying-onto-hermeneutic-integration,cheng-onto-hermeneutics-2000,"Journal of Chinese Philosophy 27.1 (2000), pp. 33–38, 61–68",secondary,ex-cheng-chung-ying-onto-hermeneutic-integration,locator-reviewed,codex-primary-source-pass,2026-07-17
tu-weiming-anthropocosmic-embedded-humanity,tu-ecological-turn-2001,"Daedalus 130.4 (2001), p. 244",secondary,ex-tu-weiming-anthropocosmic-embedded-humanity,locator-reviewed,codex-primary-source-pass,2026-07-17
wang-hui-depoliticization-naturalizes-power,wang-hui-depoliticized-2006,"New Left Review II/41 (2006), pp. 39–45, especially “State and ideology”",primary,ex-wang-hui-depoliticization-naturalizes-power,locator-reviewed,codex-primary-source-pass,2026-07-17
zhao-tingyang-world-as-political-unit,zhao-tingyang-tianxia-2009,"Diogenes 56.1 (2009), abstract, pp. 5–6",secondary,ex-zhao-tingyang-world-as-political-unit,locator-reviewed,codex-primary-source-pass,2026-07-17
yang-guorong-concrete-metaphysics-authentic-being,yang-guorong-philosophical-horizons-2019,"Philosophical Horizons, chap. 1 “Metaphysics and the Metaphysical,” pp. 1–22; chap. 7, pp. 183–210",secondary,ex-yang-guorong-concrete-metaphysics-authentic-being,locator-reviewed,codex-primary-source-pass,2026-07-17
robin-wang-yinyang-relational-generativity,robin-wang-yinyang-2012,"Yinyang, Introduction, pp. 6–12; chap. 2, pp. 41–82",primary,ex-robin-wang-yinyang-relational-generativity,locator-reviewed,codex-primary-source-pass,2026-07-17
jiang-qing-triple-political-legitimacy,jiang-qing-humane-authority-2013,"A Confucian Constitutional Order, chap. 1, section “Threefold Legitimacy”",primary,ex-jiang-qing-triple-political-legitimacy,locator-reviewed,codex-primary-source-pass,2026-07-17
chen-lai-relational-value-priorities,chen-lai-core-values-2015,《中华文明的核心价值》导论；清华大学机构页首段,primary,ex-chen-lai-relational-value-priorities,locator-reviewed,codex-primary-source-pass,2026-07-17
huang-yong-self-other-one-body,huang-yong-egoism-altruism-2018,"Frontiers of Philosophy in China 13.2 (2018), abstract and pp. 226–230",secondary,ex-huang-yong-self-other-one-body,locator-reviewed,codex-primary-source-pass,2026-07-17
bai-tongdong-confucian-hybrid-regime,bai-tongdong-against-equality-2019,"Against Political Equality, book abstract and chap. 3 “A Confucian Hybrid Regime”",secondary,ex-bai-tongdong-confucian-hybrid-regime,locator-reviewed,codex-primary-source-pass,2026-07-17
li-chenyang-dynamic-harmony-through-difference,li-chenyang-dynamic-harmony-2023,"Reshaping Confucianism, chap. 1, pp. 27–52; Oxford Academic abstract",secondary,ex-li-chenyang-dynamic-harmony-through-difference,locator-reviewed,codex-primary-source-pass,2026-07-17
