claim_id,person_id,content_type,active_year,sort_order,is_introductory,domain_ids,research_status,source_review_status,translation_review_status,dedup_review_status,publish_status,canonical_key,period_note,reviewer,reviewed_at
ge-hong-immortality-learnable,ge-hong,position,320,1,true,religion-transcendence;ethics-cultivation;nature-technology,canonical,source-reviewed,bilingual-reviewed,reviewed,published,ge-hong-immortality-learnable,引文后半是对方质问，葛洪在随后答辩中否定“仙人有种”。规范命题依据整段论证，不把问者反论当作者结论。,codex-medieval-source-review-2,2026-07-17
ge-hong-virtue-precedes-immortality,ge-hong,position,320,2,false,ethics-cultivation;religion-transcendence,canonical,source-reviewed,bilingual-reviewed,reviewed,published,ge-hong-virtue-precedes-immortality,据传世《抱朴子内篇》归于葛洪。,codex-han-tang-expansion-2026-07-17,2026-07-17
zhi-dun-freedom-not-mere-satisfaction,zhi-dun,position,350,1,true,mind-human-nature;ethics-cultivation;tiandao-metaphysics,canonical,source-reviewed,bilingual-reviewed,reviewed,published,zhi-dun-freedom-not-mere-satisfaction,《逍遥论》已佚，现段由南朝刘孝标《世说新语注》转引；只能按明确引文归于支遁，篇章全貌不可复原。,codex-medieval-source-review-2,2026-07-17
huiyuan-monastic-autonomy,huiyuan,position,400,1,true,politics-governance;religion-transcendence;ethics-cultivation,canonical,source-reviewed,bilingual-reviewed,reviewed,published,huiyuan-monastic-autonomy,文章收于僧祐《弘明集》，作者归属明确；规范命题并列其礼仪自治与助王化两面，避免只截取为现代政教分离论。,codex-medieval-source-review-2,2026-07-17
sengzhao-emptiness-not-annihilation,sengzhao,position,410,1,true,tiandao-metaphysics;knowledge-method,canonical,source-reviewed,bilingual-reviewed,reviewed,published,sengzhao-emptiness-not-annihilation,依《大正藏》所收《肇论》通行文本归于僧肇；命题严格保留“非有非无”的双重限定，避免误写成单纯虚无主义。,codex-medieval-source-review,2026-07-17
sengzhao-motion-and-stillness-nondual,sengzhao,position,410,2,false,tiandao-metaphysics;knowledge-method,canonical,source-reviewed,bilingual-reviewed,reviewed,published,sengzhao-motion-and-stillness-nondual,以僧肇现存论书为依据；悖论须结合全文理解。,codex-han-tang-expansion-2026-07-17,2026-07-17
daosheng-all-beings-can-become-buddhas,daosheng,position,430,1,true,religion-transcendence;mind-human-nature,canonical,source-reviewed,bilingual-reviewed,reviewed,published,daosheng-all-beings-can-become-buddhas,《法华经疏》现本题竺道生撰，文本经后世藏本传承。道生多部相关论著已佚；这里只发布现存疏文能直接支持的“普遍成佛可能”，不把后世传记中的阐提故事伪装成作者原句。,codex-medieval-source-review,2026-07-17
fan-zhen-mind-function-of-body,fan-zhen,position,490,1,true,mind-human-nature;tiandao-metaphysics,canonical,source-reviewed,bilingual-reviewed,reviewed,published,fan-zhen-mind-function-of-body,《神灭论》由《梁书·范缜传》和《弘明集》相关论辩保存，文字有小异；此处采用两系共有的核心段。,codex-medieval-source-review-2,2026-07-17
bodhidharma-two-entrances-practice,bodhidharma,position,520,1,true,religion-transcendence;ethics-cultivation;mind-human-nature,canonical,source-reviewed,bilingual-reviewed,reviewed,published,bodhidharma-two-entrances-practice,现存文本出自敦煌写本及后世传本系统，篇首有传统归于昙林的序。学界对本文各层及其是否可逐字归于菩提达摩仍有争论；此处只称“早期达摩传统所保存的教说”，不冒充达摩同期录音或亲笔。,codex-zen-modern-source-review,2026-07-17
zhiyi-three-thousand-in-one-thought,zhiyi,position,594,1,true,tiandao-metaphysics;mind-human-nature;religion-transcendence,canonical,source-reviewed,bilingual-reviewed,reviewed,published,zhiyi-three-thousand-in-one-thought,《摩诃止观》是智顗讲说、弟子灌顶记录整理的讲本，故归属应表述为“智顗说、灌顶记”，不当作智顗亲笔定稿。,codex-medieval-source-review,2026-07-17
jizang-two-truths-pedagogical,jizang,position,600,1,true,knowledge-method;names-language;tiandao-metaphysics,canonical,source-reviewed,bilingual-reviewed,reviewed,published,jizang-two-truths-pedagogical,《二谛义》为吉藏讲述系统的现存著作。规范命题遵循其“二谛是教”立场，不把后世概括当作原句。,codex-medieval-source-review-2,2026-07-17
wang-tong-learning-serves-governance,wang-tong-sui,position,605,1,true,politics-governance;education-hermeneutics,canonical,source-reviewed,bilingual-reviewed,reviewed,published,wang-tong-learning-serves-governance,旧题王通、门人记录；按学派文本归属并保留编纂警示。,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17
du-shun-emptiness-form-nonobstruction,du-shun,position,620,1,true,tiandao-metaphysics;religion-transcendence,canonical,source-reviewed,bilingual-reviewed,reviewed,published,du-shun-emptiness-form-nonobstruction,《法界观门》不见杜顺同时代独立本，主要嵌存于较晚的澄观《华严法界玄镜》；现代研究对杜顺作者身份有争论，故仅作“传统归于杜顺”的观点。,codex-medieval-source-review-2,2026-07-17
lv-cai-test-divination-against-classics,lv-cai,position,640,1,true,knowledge-method;nature-technology,canonical,source-reviewed,bilingual-reviewed,reviewed,published,lv-cai-test-divination-against-classics,《旧唐书》保存吕才奉诏刊定阴阳书的奏议文字。,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17
xuanzang-color-not-apart-consciousness,xuanzang,position,650,1,true,knowledge-method;mind-human-nature;names-language,canonical,source-reviewed,bilingual-reviewed,reviewed,published,xuanzang-color-not-apart-consciousness,量式相传为玄奘在曲女城所立，现存文字由弟子窥基等后来的因明注疏保存，并非玄奘亲笔独立著作；据此标注为“后世弟子传录的口头论式”。,codex-medieval-source-review-2,2026-07-17
kuiji-consciousness-only-not-nihilism,kuiji,position,680,1,true,knowledge-method;mind-human-nature;tiandao-metaphysics,canonical,source-reviewed,bilingual-reviewed,reviewed,published,kuiji-consciousness-only-not-nihilism,该短句见窥基唯识注疏系统，规范命题按其上下文解释“遮”与“简”，不把“唯识”误写成经验世界不存在。,codex-medieval-source-review-2,2026-07-17
fazang-dependent-arising-golden-lion,fazang,position,700,1,true,tiandao-metaphysics;religion-transcendence,canonical,source-reviewed,bilingual-reviewed,reviewed,published,fazang-dependent-arising-golden-lion,通行大藏经本题“唐崇福寺贤首法师法藏述”。命题取该书首两门的连续论证，不以晚出注释文字代替法藏正文。,codex-medieval-source-review,2026-07-17
fazang-one-is-all-nonobstruction,fazang,position,700,2,false,tiandao-metaphysics;religion-transcendence;knowledge-method,canonical,source-reviewed,bilingual-reviewed,reviewed,published,fazang-one-is-all-nonobstruction,据法藏署名著作的传世大藏经本。,codex-han-tang-expansion-2026-07-17,2026-07-17
huineng-intrinsically-pure-self-nature,huineng,position,700,1,true,mind-human-nature;religion-transcendence;ethics-cultivation,canonical,source-reviewed,bilingual-reviewed,reviewed,published,huineng-intrinsically-pure-self-nature,所引为元代宗宝编定的通行《坛经》系统，远晚于惠能本人；可归入“惠能传统/《坛经》所塑造的惠能思想”，不能声称是有同时代记录保证的逐字原话。,codex-medieval-source-review,2026-07-17
shenxiu-concentrate-mind-quiet-thought,shenxiu,position,700,1,true,mind-human-nature;ethics-cultivation;religion-transcendence,canonical,source-reviewed,bilingual-reviewed,reviewed,published,shenxiu-concentrate-mind-quiet-thought,引文是张说对神秀教法的身后碑传概述，不是神秀第一人称原话。为避免后出南宗叙事污染，未采用《坛经》壁偈作为直接证据。,codex-medieval-source-review-2,2026-07-17
shenhui-no-thought-and-nonaction,shenhui,position,740,1,true,mind-human-nature;ethics-cultivation;religion-transcendence,canonical,source-reviewed,bilingual-reviewed,reviewed,published,shenhui-no-thought-and-nonaction,《显宗记》传统归神会，但现存定型文本收入北宋《景德传灯录》，与敦煌神会语录的关系仍需文献分层；因此标为后出归名材料，不声称逐字出自神会。,codex-medieval-source-review-2,2026-07-17
mazu-mind-is-buddha,mazu-daoyi,position,770,1,true,mind-human-nature;religion-transcendence;ethics-cultivation,canonical,source-reviewed,bilingual-reviewed,reviewed,published,mazu-mind-is-buddha,现存《景德传灯录》成书于1004年，晚于马祖两百余年；该命题是宋代灯录所保存的马祖传统，不可当作同时代速记。与较早《祖堂集》可作后续复核。,codex-medieval-source-review-2,2026-07-17
han-yu-ren-yi-dao-de,han-yu,position,800,1,true,ethics-cultivation;politics-governance,canonical,source-reviewed,bilingual-reviewed,reviewed,published,han-yu-ren-yi-dao-de,《原道》归属无重大争议；规范命题保留韩愈四概念的递进关系，不单摘“博爱”作现代普遍主义口号。,codex-medieval-source-review-2,2026-07-17
han-yu-confucian-succession,han-yu,position,800,2,false,history-culture;education-hermeneutics;politics-governance,canonical,source-reviewed,bilingual-reviewed,reviewed,published,han-yu-confucian-succession,明确标作韩愈的规范性历史建构。,codex-han-tang-expansion-2026-07-17,2026-07-17
li-ao-nature-obscured-by-emotions,li-ao,position,810,1,true,mind-human-nature;ethics-cultivation,canonical,source-reviewed,bilingual-reviewed,reviewed,published,li-ao-nature-obscured-by-emotions,《复性书》传世于《李文公集》。规范命题不把李翱的“情”简单等同全部情感邪恶，而按其“情能蔽性、可制而复性”的论证表述。,codex-medieval-source-review-2,2026-07-17
liu-zongyuan-enfeoffment-product-of-circumstance,liu-zongyuan,position,810,1,true,politics-governance;history-culture,canonical,source-reviewed,bilingual-reviewed,reviewed,published,liu-zongyuan-enfeoffment-product-of-circumstance,《封建论》归属无重大争议。此处“封建”指封邦建国制度，不应用近现代“封建社会”概念替换。,codex-medieval-source-review-2,2026-07-17
liu-zongyuan-heaven-human-separate-functions,liu-zongyuan,position,810,2,false,tiandao-metaphysics;politics-governance;nature-technology,canonical,source-reviewed,bilingual-reviewed,reviewed,published,liu-zongyuan-heaven-human-separate-functions,与刘禹锡天论往复的语境须保留；此处仅概括柳宗元反灾异目的论的一面。,codex-han-tang-expansion-2026-07-17,2026-07-17
zongmi-sudden-awakening-gradual-cultivation,zongmi,position,830,1,true,mind-human-nature;knowledge-method;ethics-cultivation;religion-transcendence,canonical,source-reviewed,bilingual-reviewed,reviewed,published,zongmi-sudden-awakening-gradual-cultivation,《禅源诸诠集都序》为宗密现存著述。规范命题结合此段“顿悟本净”与该书明确的依悟起修框架，未把“顿悟”误写成无需后续修行。,codex-medieval-source-review,2026-07-17
zongmi-originally-aware-true-mind,zongmi,position,830,2,false,mind-human-nature;religion-transcendence;education-hermeneutics,canonical,source-reviewed,bilingual-reviewed,reviewed,published,zongmi-originally-aware-true-mind,据宗密《原人论》大藏经本。,codex-han-tang-expansion-2026-07-17,2026-07-17
huangbo-one-mind-no-external-buddha,huangbo-xiyun,position,850,1,true,mind-human-nature;religion-transcendence;ethics-cultivation,canonical,source-reviewed,bilingual-reviewed,reviewed,published,huangbo-one-mind-no-external-buddha,裴休自称在会昌二年与大中二年向黄檗问道，退而记录，并于857年作序付出；它接近黄檗时代，仍是弟子整理的选择性记录（裴休自称“十得一二”），不是逐字同期实录。,codex-zen-modern-source-review,2026-07-17
linji-master-of-every-situation,linji-yixuan,position,860,1,true,mind-human-nature;ethics-cultivation;religion-transcendence,canonical,source-reviewed,bilingual-reviewed,reviewed,published,linji-master-of-every-situation,《临济录》虽题慧然集，今本经北宋圆觉于1120年重编刊行，距义玄去世约两个半世纪，且经历禅门语录的编纂定型；命题应称“临济语录传统所归于义玄”，不能当作唐代现场逐字记录。,codex-zen-modern-source-review,2026-07-17
wunengzi-humans-continuous-with-animals,wunengzi,position,890,1,true,society-world;nature-technology;tiandao-metaphysics,canonical,source-reviewed,bilingual-reviewed,reviewed,published,wunengzi-humans-continuous-with-animals,无能子为晚唐匿名作者的文本人格，节点不虚构具体生平。,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17
zhou-dunyi-sincerity-root-practice,zhou-dunyi,position,1045,2,false,ethics-cultivation;tiandao-metaphysics,canonical,source-reviewed,bilingual-reviewed,reviewed,published,zhou-dunyi-sincerity-root-practice,周敦颐本人著作；省略号连接相邻两篇的互补表述。,codex-song-qing-primary-and-comparative-pass,2026-07-17
zhang-zai-cosmic-kinship,zhang-zai,position,1048,2,false,ethics-cultivation;society-world;tiandao-metaphysics,canonical,source-reviewed,bilingual-reviewed,reviewed,published,zhang-zai-cosmic-kinship,张载本人铭文。,codex-song-qing-primary-and-comparative-pass,2026-07-17
shao-yong-cosmos-correlative-pairs,shao-yong,position,1065,1,true,tiandao-metaphysics;nature-technology,canonical,source-reviewed,bilingual-reviewed,reviewed,published,shao-yong-cosmos-correlative-pairs,取《观物内篇》正文；不采用归属较复杂的《观物外篇》语录作为本条核心证据。,codex-primary-source-pass,2026-07-17
zhou-dunyi-taiji-yinyang-generation,zhou-dunyi,position,1065,1,true,tiandao-metaphysics,canonical,source-reviewed,bilingual-reviewed,reviewed,published,zhou-dunyi-taiji-yinyang-generation,作者署名为周敦颐；电子本据《重刊道藏辑要》本，公开前仍应以整理本复核异文。,codex-primary-source-pass,2026-07-17
cheng-yi-nature-is-principle,cheng-yi,position,1070,2,false,mind-human-nature;tiandao-metaphysics;ethics-cultivation,canonical,source-reviewed,bilingual-reviewed,reviewed,published,cheng-yi-nature-is-principle,程颐语，由门人记录；不同辑本字句略有异文。,codex-song-qing-primary-and-comparative-pass,2026-07-17
zhang-zai-great-void-qi,zhang-zai,position,1070,1,true,tiandao-metaphysics,canonical,source-reviewed,bilingual-reviewed,reviewed,published,zhang-zai-great-void-qi,《正蒙》为张载本人著作；标点依电子校录本，公开前应与中华书局整理本复核。,codex-primary-source-pass,2026-07-17
cheng-hao-ren-one-body,cheng-hao,position,1075,1,true,ethics-cultivation;tiandao-metaphysics,canonical,source-reviewed,bilingual-reviewed,reviewed,published,cheng-hao-ren-one-body,属程门弟子记录的程颢语录，而非程颢手定文稿；《性理大全书》保存平行文本。,codex-primary-source-pass,2026-07-17
su-shi-knowledge-requires-practice,su-shi,position,1084,1,true,knowledge-method;ethics-cultivation,canonical,source-reviewed,bilingual-reviewed,reviewed,published,su-shi-knowledge-requires-practice,苏轼本人论说文；规范命题同时依据全文末尾北人学没的实践譬喻。,codex-primary-source-pass,2026-07-17
cheng-yi-reverence-investigation,cheng-yi,position,1085,1,true,ethics-cultivation;knowledge-method,canonical,source-reviewed,bilingual-reviewed,reviewed,published,cheng-yi-reverence-investigation,属门人所记程颐语录；该句在二程文献与后世引录中归属稳定，但仍标明记录体性质。,codex-primary-source-pass,2026-07-17
hu-hong-nature-beyond-good-evil,hu-hong,position,1150,1,true,mind-human-nature;tiandao-metaphysics;ethics-cultivation,canonical,source-reviewed,bilingual-reviewed,reviewed,published,hu-hong-nature-beyond-good-evil,胡宏本人著作；“性超善恶”历来争议较大，解释避免把它误写成价值虚无主义。,codex-primary-source-pass,2026-07-17
zhu-xi-investigate-things-cumulative,zhu-xi,position,1165,2,false,knowledge-method;education-hermeneutics;ethics-cultivation,canonical,source-reviewed,bilingual-reviewed,reviewed,published,zhu-xi-investigate-things-cumulative,朱熹补写的格物传文。,codex-song-qing-primary-and-comparative-pass,2026-07-17
lu-jiuyuan-remove-obscurations-original-mind,lu-jiuyuan,position,1166,2,false,mind-human-nature;ethics-cultivation;knowledge-method,canonical,source-reviewed,bilingual-reviewed,reviewed,published,lu-jiuyuan-remove-obscurations-original-mind,陆九渊语，由门人记录。,codex-song-qing-primary-and-comparative-pass,2026-07-17
zhang-shi-righteousness-without-profit-motive,zhang-shi,position,1175,1,true,ethics-cultivation,canonical,source-reviewed,bilingual-reviewed,reviewed,published,zhang-shi-righteousness-without-profit-motive,由同时代友人朱熹在神道碑中明确标为张栻“常言”；不是张栻现存手稿，故单列早期传记见证。,codex-primary-source-pass,2026-07-17
lu-jiuyuan-mind-universe,lu-jiuyuan,position,1180,1,true,mind-human-nature;tiandao-metaphysics;ethics-cultivation,canonical,source-reviewed,bilingual-reviewed,reviewed,published,lu-jiuyuan-mind-universe,此语由年谱保存为陆九渊少年时所书，并非现存亲笔原稿；因此来源类型明确标为早期传记编次，不能伪装成手定论说文。,codex-primary-source-pass,2026-07-17
lv-zuqian-historical-situated-understanding,lv-zuqian,position,1180,1,true,history-culture;education-hermeneutics;ethics-cultivation,canonical,source-reviewed,bilingual-reviewed,reviewed,published,lv-zuqian-historical-situated-understanding,门人课堂记录，非吕祖谦手定文本；句读依现代整理本，发布前保留记录体标签。,codex-primary-source-pass,2026-07-17
zhu-xi-ren-generative-heart,zhu-xi,position,1180,1,true,ethics-cultivation;tiandao-metaphysics;nature-technology,canonical,source-reviewed,bilingual-reviewed,reviewed,published,zhu-xi-ren-generative-heart,朱熹本人论说文；不同版本字句或有细微差异，卷次与篇名明确。,codex-primary-source-pass,2026-07-17
chen-liang-dao-within-things-affairs,chen-liang,position,1185,1,true,tiandao-metaphysics;politics-governance;history-culture,canonical,source-reviewed,bilingual-reviewed,reviewed,published,chen-liang-dao-within-things-affairs,陈亮本人文章；两句在同一论道语境中，规范命题未套用现代“唯物主义”标签。,codex-primary-source-pass,2026-07-17
ye-shi-one-realized-through-pairs,ye-shi,position,1200,1,true,tiandao-metaphysics;knowledge-method;nature-technology,canonical,source-reviewed,bilingual-reviewed,reviewed,published,ye-shi-one-realized-through-pairs,叶适本人策论文；规范命题用“相待结构”，不直接套用现代辩证法术语。,codex-primary-source-pass,2026-07-17
xu-heng-reverence-and-investigation,xu-heng,position,1270,1,true,ethics-cultivation;knowledge-method,canonical,source-reviewed,bilingual-reviewed,reviewed,published,xu-heng-reverence-and-investigation,门人编录许衡语；后半句沿用《易传》语汇，需保留语录文本层次。,codex-primary-source-pass,2026-07-17
wang-yinglin-learning-requires-broad-evidence,wang-yinglin,position,1275,1,true,knowledge-method;history-culture;education-hermeneutics,canonical,source-reviewed,bilingual-reviewed,reviewed,published,wang-yinglin-learning-requires-broad-evidence,王应麟本人札记；规范命题是对本条与全书互证体例的谨慎概括，不声称他提出现代历史学方法。,codex-primary-source-pass,2026-07-17
wu-cheng-dao-within-mind,wu-cheng,position,1300,1,true,mind-human-nature;tiandao-metaphysics;ethics-cultivation,canonical,source-reviewed,bilingual-reviewed,reviewed,published,wu-cheng-dao-within-mind,吴澄本人文章；“内求”不等于排斥读书，解释保留其经学实践背景。,codex-primary-source-pass,2026-07-17
wu-yubi-learning-in-minute-affairs,wu-yubi,position,1440,1,true,ethics-cultivation;education-hermeneutics,canonical,source-reviewed,bilingual-reviewed,reviewed,published,wu-yubi-learning-in-minute-affairs,吴与弼本人日录所记教学场景；短句依前后共同耕作语境解释，不泛化为一般职业格言。,codex-primary-source-pass,2026-07-17
chen-xianzhang-stillness-moral-intimation,chen-xianzhang,position,1475,1,true,ethics-cultivation;mind-human-nature;knowledge-method,canonical,source-reviewed,bilingual-reviewed,reviewed,published,chen-xianzhang-stillness-moral-intimation,后出的正史传记概括，不是陈献章亲笔原句；因与其文集思想相合而暂收，并明确降低文本层级。,codex-primary-source-pass,2026-07-17
wang-yangming-liangzhi-present-knowing,wang-yangming,position,1505,2,false,mind-human-nature;ethics-cultivation,canonical,source-reviewed,bilingual-reviewed,reviewed,published,wang-yangming-liangzhi-present-knowing,王阳明语，由门人记录。,codex-song-qing-primary-and-comparative-pass,2026-07-17
luo-qinshun-principle-is-qi-pattern,luo-qinshun,position,1515,1,true,tiandao-metaphysics;knowledge-method,canonical,source-reviewed,bilingual-reviewed,reviewed,published,luo-qinshun-principle-is-qi-pattern,据罗钦顺自著文本。,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17
wang-gen-self-respect-foundation-governance,wang-gen,position,1515,2,false,ethics-cultivation;politics-governance,canonical,source-reviewed,bilingual-reviewed,reviewed,published,wang-gen-self-respect-foundation-governance,王艮语，由门人后编。,codex-song-qing-primary-and-comparative-pass,2026-07-17
wang-yangming-unity-knowledge-action,wang-yangming,position,1515,1,true,knowledge-method;ethics-cultivation,canonical,source-reviewed,bilingual-reviewed,reviewed,published,wang-yangming-unity-knowledge-action,由弟子徐爱记录王阳明答问；并非王阳明手定逐字稿，故保留记录者与问答语境。,codex-primary-source-pass,2026-07-17
wang-tingxiang-primordial-qi-is-ultimate,wang-tingxiang,position,1525,1,true,tiandao-metaphysics;nature-technology,canonical,source-reviewed,bilingual-reviewed,reviewed,published,wang-tingxiang-primordial-qi-is-ultimate,通过黄宗羲学案保存的王廷相论辩文字，明确标为传录证据。,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17
zhan-ruoshui-recognize-principle-everywhere,zhan-ruoshui,position,1525,1,true,ethics-cultivation;knowledge-method,canonical,source-reviewed,bilingual-reviewed,reviewed,published,zhan-ruoshui-recognize-principle-everywhere,湛若水本人书信论辩；版本标点需再以文集整理本复核。,codex-primary-source-pass,2026-07-17
wang-gen-way-in-common-daily-life,wang-gen,position,1530,1,true,ethics-cultivation;politics-governance,canonical,source-reviewed,bilingual-reviewed,reviewed,published,wang-gen-way-in-common-daily-life,门人汇编语录；“百姓日用即道”是后世常用概括，节点正文依据较完整原句而非只录口号。,codex-primary-source-pass,2026-07-17
qian-dehong-no-good-evil-and-cultivation,qian-dehong,position,1550,1,true,mind-human-nature;ethics-cultivation,canonical,source-reviewed,bilingual-reviewed,reviewed,published,qian-dehong-no-good-evil-and-cultivation,钱德洪以参与者身份追记并阐释天泉会；既是第一人称立场文献，也有事后编辑性质。,codex-primary-source-pass,2026-07-17
wang-ji-four-nothings,wang-ji,position,1550,1,true,mind-human-nature;tiandao-metaphysics;ethics-cultivation,canonical,source-reviewed,bilingual-reviewed,reviewed,published,wang-ji-four-nothings,王畿本人追记会谈并陈述自身立场；与钱德洪版本互相参校，不能将其当作王阳明唯一原定教法。,codex-primary-source-pass,2026-07-17
li-zhi-daily-needs-human-relations,li-zhi,position,1565,2,false,ethics-cultivation;society-world;mind-human-nature,canonical,source-reviewed,bilingual-reviewed,reviewed,published,li-zhi-daily-needs-human-relations,李贽本人书信。,codex-song-qing-primary-and-comparative-pass,2026-07-17
luo-rufang-filial-affection-original-mind,luo-rufang,position,1570,1,true,mind-human-nature;ethics-cultivation;education-hermeneutics,canonical,source-reviewed,bilingual-reviewed,reviewed,published,luo-rufang-filial-affection-original-mind,门人记录讲学语，夹有较白话表达；规范命题不把“自然情感”误写成无需任何后天扩充。,codex-primary-source-pass,2026-07-17
li-zhi-childlike-mind-authenticity,li-zhi,position,1590,1,true,mind-human-nature;aesthetics-art;ethics-cultivation,canonical,source-reviewed,bilingual-reviewed,reviewed,published,li-zhi-childlike-mind-authenticity,李贽本人署名文章；规范命题只概括开篇定义及其文论后果，不把“童心”泛化为现代个人主义。,codex-primary-source-pass,2026-07-17
lv-kun-form-and-qi-generate-world,lv-kun,position,1593,1,true,tiandao-metaphysics;nature-technology,canonical,source-reviewed,bilingual-reviewed,reviewed,published,lv-kun-form-and-qi-generate-world,据吕坤自著语录体文本。,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17
gao-panlong-embodied-way-unifies-knowing-doing,gao-panlong,position,1600,1,true,ethics-cultivation;knowledge-method,canonical,source-reviewed,bilingual-reviewed,reviewed,published,gao-panlong-embodied-way-unifies-knowing-doing,门人陈龙正编集并概述高攀龙学旨，属近身传述而非逐字自序。,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17
gu-xiancheng-moral-practice-and-public-duty,gu-xiancheng,position,1604,1,true,ethics-cultivation;politics-governance;education-hermeneutics,canonical,source-reviewed,bilingual-reviewed,reviewed,published,gu-xiancheng-moral-practice-and-public-duty,后出传记直接引录顾宪成论学；不把传主生平叙述当作自著。,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17
liu-zongzhou-vigilance-in-solitude,liu-zongzhou,position,1635,1,true,mind-human-nature;ethics-cultivation,canonical,source-reviewed,bilingual-reviewed,reviewed,published,liu-zongzhou-vigilance-in-solitude,刘宗周晚年本人著作；不同《人谱》版本文字有增订，发布前按《全集》校记复核字句。,codex-primary-source-pass,2026-07-17
wang-daiyu-true-one-transcends-form,wang-daiyu,position,1640,1,true,religion-transcendence;tiandao-metaphysics,canonical,source-reviewed,bilingual-reviewed,reviewed,published,wang-daiyu-true-one-transcends-form,王岱舆本人汉文伊斯兰著作；“本体”类译语须服从其真一/数一区分，不能简单并入理学。,codex-primary-source-pass,2026-07-17
fang-yizhi-empirical-investigation-of-things,fang-yizhi,position,1643,1,true,nature-technology;knowledge-method,canonical,source-reviewed,bilingual-reviewed,reviewed,published,fang-yizhi-empirical-investigation-of-things,据方以智自序直接归属。,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17
gu-yanwu-classics-ground-principle-learning,gu-yanwu,position,1650,2,false,education-hermeneutics;knowledge-method;history-culture,canonical,source-reviewed,bilingual-reviewed,reviewed,published,gu-yanwu-classics-ground-principle-learning,顾炎武本人书信；规范命题结合该书上下文，不把短句理解成反哲学口号。,codex-song-qing-primary-and-comparative-pass,2026-07-17
huang-zongxi-law-public-not-dynastic,huang-zongxi,position,1650,2,false,politics-governance;ritual-law;society-world,canonical,source-reviewed,bilingual-reviewed,reviewed,published,huang-zongxi-law-public-not-dynastic,黄宗羲本人政论。,codex-song-qing-primary-and-comparative-pass,2026-07-17
wang-fuzhi-constant-principle-daily-renewal,wang-fuzhi,position,1655,2,false,tiandao-metaphysics;history-culture,canonical,source-reviewed,bilingual-reviewed,reviewed,published,wang-fuzhi-constant-principle-daily-renewal,王夫之本人经解。,codex-song-qing-primary-and-comparative-pass,2026-07-17
wang-fuzhi-dao-in-concrete-things,wang-fuzhi,position,1660,1,true,tiandao-metaphysics;education-hermeneutics,canonical,source-reviewed,bilingual-reviewed,reviewed,published,wang-fuzhi-dao-in-concrete-things,王夫之本人著作；locator同时保留传统卷章节与电子文本行号，便于复核。,codex-primary-source-pass,2026-07-17
huang-zongxi-world-primary-ruler-guest,huang-zongxi,position,1663,1,true,politics-governance;ethics-cultivation,canonical,source-reviewed,bilingual-reviewed,reviewed,published,huang-zongxi-world-primary-ruler-guest,黄宗羲本人政论；“公共利益”是对“为天下”的规范化表达，不据此直接贴上现代民主标签。,codex-primary-source-pass,2026-07-17
gu-yanwu-everyone-responsible-for-tianxia,gu-yanwu,position,1670,1,true,politics-governance;ethics-cultivation;history-culture,canonical,source-reviewed,bilingual-reviewed,reviewed,published,gu-yanwu-everyone-responsible-for-tianxia,顾炎武本人札记；通行“天下兴亡，匹夫有责”是梁启超式概括，节点保留顾氏原文的国/天下区分。,codex-primary-source-pass,2026-07-17
