id,type,title,url,citation_zh,citation_en
src-huangbo-chuanxin-t48,near-contemporary-disciple-record-critical-edition,黃檗山斷際禪師傳心法要,https://buddhism.lib.ntu.edu.tw/FULLTEXT/sutra/chi_pdf/sutra19/T48n2012A.pdf,裴休集并序：《黄檗山断际禅师传心法要》，《大正新修大藏经》第48册第2012A号，臺大佛学数字图书馆影印本。,"Pei Xiu, comp., Essentials of Mind Transmission of Chan Master Huangbo Duanji, Taishō vol. 48, no. 2012A, NTU Digital Library of Buddhist Studies."
src-huangdi-neijing-shanggutianzhen-ctext,medical-dialogue-received-text,"《黄帝内经素问·上古天真论》 / Huangdi Neijing Suwen, ""Discourse on the Natural Truth of Antiquity""",https://ctext.org/huangdi-neijing/shang-gu-tian-zhen-lun/zh,《黄帝内经素问·上古天真论》，中国哲学书电子化计划电子本。,"Huangdi Neijing Suwen, ""Discourse on the Natural Truth of Antiquity,"" Chinese Text Project electronic text."
src-huineng-tanjing-cbeta,received-tradition-text-critical-digital-edition,六祖大師法寶壇經,https://cbetaonline.dila.edu.tw/zh/T48n2008_001,宗寶編：《六祖大師法寶壇經》卷一，《大正新脩大藏經》第48冊第2008號，CBETA 電子佛典集成。,"Zongbao, comp., Dharma-Treasure Platform Sutra of the Sixth Patriarch, juan 1, Taishō shinshū daizōkyō 48, no. 2008, CBETA."
src-huiyuan-shamen,primary-text-critical-digital-edition,沙門不敬王者論,https://cbetaonline.dila.edu.tw/zh/T52n2102_005,慧遠：《沙門不敬王者論》，僧祐《弘明集》卷五，《大正新脩大藏經》第52冊第2102號，CBETA。,"Huiyuan, “On Why Monastics Do Not Bow to Rulers,” in Sengyou's Hongming ji, juan 5, Taishō 52, no. 2102, CBETA."
src-jianzhukeshu-ctext,primary-text-memorial,"李斯《谏逐客书》 / Li Si, ""Memorial against the Expulsion of Guest Officers""",https://ctext.org/jian-zhu-ke-shu/zh,李斯《谏逐客书》，中国哲学书电子化计划电子本。,"Li Si, ""Memorial against the Expulsion of Guest Officers,"" Chinese Text Project electronic text."
src-jikang-shengwuailelun-ctext,primary-text-digital-facsimile,嵇中散集·聲無哀樂論,https://ctext.org/wiki.pl?chapter=397484&if=zh,嵇康：《嵇中散集》卷五〈聲無哀樂論〉，《四庫全書》本影像，中國哲學書電子化計劃。,"Ji Kang, “Discourse on Sound Being Without Sorrow or Joy,” Collected Works of Ji Zhongsan, juan 5, Siku quanshu facsimile, Chinese Text Project."
src-jikang-yangshenglun,primary-text-digital-edition,嵇康《养生论》 / Discourse on Nourishing Life,https://zh.wikisource.org/zh/%E9%A4%8A%E7%94%9F%E8%AB%96,嵇康：《养生论》，维基文库校录本。,"Ji Kang, 'Discourse on Nourishing Life,' Wikisource digital text."
src-jinyuelin-hu-theory-dao-wiley,academic-book-chapter-secondary-summary,Jin Yuelin's Theory of Dao,https://onlinelibrary.wiley.com/doi/10.1002/9780470753491.ch6,胡军《金岳霖的道论》，载成中英、Nicholas Bunnin编《当代中国哲学》，Wiley，2002年。,"Jun Hu, Jin Yuelin's Theory of Dao, in Contemporary Chinese Philosophy, ed. Chung-Ying Cheng and Nicholas Bunnin, Wiley, 2002."
src-jiutangshu-lvcai,official-history-preserving-primary-memorial,"《旧唐书·吕才传》所录奏议 / Old Book of Tang, Biography of Lü Cai",https://zh.wikisource.org/zh-hans/%E8%88%8A%E5%94%90%E6%9B%B8/%E5%8D%B779,《旧唐书》卷七十九《吕才传》，维基文库电子本。,"Old Book of Tang, juan 79, Biography of Lü Cai, Wikisource."
src-jizang-erdi,primary-text-critical-digital-edition,二諦義,https://cbetaonline.dila.edu.tw/zh/T45n1854_001,吉藏：《二諦義》卷一，《大正新脩大藏經》第45冊第1854號，CBETA。,"Jizang, Meaning of the Two Truths, juan 1, Taishō 45, no. 1854, CBETA."
src-kang-datongshu-yibu-wikisource,primary-text,"康有为《大同书·乙部》 / Kang Youwei, Book of Great Unity, Part B",https://zh.wikisource.org/zh-hans/%E5%A4%A7%E5%90%8C%E6%9B%B8/%E4%B9%99%E9%83%A8,康有为《大同书·乙部》，维基文库电子本。,"Kang Youwei, Book of Great Unity, Part B, Wikisource electronic text."
src-kuiji-chengweishi-shuji,primary-commentary-critical-digital-edition,成唯識論述記,https://buddhism.lib.ntu.edu.tw/BDLM/sutra/html/T43/T43n1830.htm,窺基：《成唯識論述記》卷一，《大正新脩大藏經》第43冊第1830號，臺大佛學數位圖書館電子版。,"Kuiji, Detailed Commentary on the Cheng weishi lun, juan 1, Taishō 43, no. 1830, NTU Digital Library of Buddhist Studies."
src-lao-szekwang-method-sinica,primary-quotation-in-academic-memorial-study,勞思光教授逝世周年專輯,https://www.litphil.sinica.edu.tw/newsletter/92/41-124.pdf,中央研究院中国文哲研究所：《劳思光教授逝世周年专辑》，《中国文哲研究通讯》第23卷第2期，2013年，第41—124页；引《新编中国哲学史》卷一第14—15页。,"Institute of Chinese Literature and Philosophy, Academia Sinica, Memorial Issue for Professor Lao Sze-kwang, Newsletter 23.2 (2013), pp. 41–124, quoting New History of Chinese Philosophy, vol. 1, pp. 14–15."
src-liao-fuxingshu,primary-text-digital-edition,復性書,https://kzjjh.chinakongzi.org/baike/DIANJI/BAIKEJILEI/201711/t20171108_146414.htm,李翱：《復性書》上篇，中國孔子網典籍條目據傳世《李文公集》校錄。,"Li Ao, Book of Returning to One's Nature, part 1, transcription from the received Li Wengong ji, China Confucius Foundation."
src-lida-knight-epistemology-logic,academic-monograph-secondary-summary,Elements of Sociology: Epistemology and Logic,https://www.taylorfrancis.com/chapters/mono/10.4324/9780429499234-8/elements-sociology-epistemology-logic-nick-knight,Nick Knight，《李达与中国马克思主义哲学》之“《社会学大纲》：认识论与逻辑”章，Taylor & Francis电子版。,"Nick Knight, Elements of Sociology: Epistemology and Logic, in Li Da and Marxist Philosophy in China, Taylor & Francis."
src-liezi-tianrui-ctext,received-text-disputed-date,"《列子·天瑞》 / Liezi, ""The Gifts of Heaven""",https://ctext.org/liezi/tian-rui/zh,《列子·天瑞》，中国哲学书电子化计划电子本。,"Liezi, ""The Gifts of Heaven,"" Chinese Text Project electronic text."
src-liji-zhongyong-ctext,primary-text-traditional-attribution,"《礼记·中庸》 / Liji, ""Zhong Yong""",https://ctext.org/liji/zhong-yong/zh,《礼记·中庸》，中国哲学书电子化计划电子本。,"Liji, ""Zhong Yong,"" Chinese Text Project electronic text."
src-linji-lu-t47,later-redacted-chan-record-critical-edition,鎮州臨濟慧照禪師語錄,https://cbetaonline.dila.edu.tw/zh/T47n1985_001,慧然集、圆觉重编：《镇州临济慧照禅师语录》，《大正新修大藏经》第47册第1985号，CBETA。,"Huiran, collector, and Yuanjue, later redactor, Record of Chan Master Linji Huizhao of Zhenzhou, Taishō vol. 47, no. 1985, CBETA."
src-liuzongyuan-fengjianlun,primary-text-digital-edition,封建論,https://zh.wikisource.org/zh/%E5%B0%81%E5%BB%BA%E8%AB%96,柳宗元：〈封建論〉，《柳河東集》，維基文庫校錄本。,"Liu Zongyuan, “Discourse on Enfeoffment,” Collected Works of Liu Hedong, Wikisource digital text."
src-liuzongyuan-tianshuo,primary-text-digital-edition,柳宗元《天说》 / Discourse on Heaven,https://zh.wikisource.org/zh/%E5%A4%A9%E8%AA%AA,柳宗元：《天说》，维基文库校录本。,"Liu Zongyuan, 'Discourse on Heaven,' Wikisource digital text."
src-lunheng-lunshi-ctext,primary-text,"《论衡·论死》 / Lunheng, On Death",https://ctext.org/lunheng/lun-si/zh,王充：《论衡·论死》，中国哲学书电子化计划电子本。,"Wang Chong, Lunheng, 'On Death,' Chinese Text Project electronic text."
src-lunheng-qangao-ctext,primary-text-polemical,"《论衡·谴告》 / Lunheng, Reprimands and Admonitions",https://ctext.org/lunheng/qian-gao/zh,王充：《论衡·谴告》，中国哲学书电子化计划电子本。,"Wang Chong, Lunheng, 'Reprimands and Admonitions,' Chinese Text Project electronic text."
src-lunheng-ziran-ctext,primary-text,"《论衡·自然》 / Lunheng, ""Spontaneity""",https://ctext.org/lunheng/zi-ran/zh,王充《论衡·自然》，中国哲学书电子化计划电子本。,"Wang Chong, Lunheng, ""Spontaneity,"" Chinese Text Project electronic text."
src-luoqinshun-kunzhiji-xulu,primary-text,罗钦顺《困知记续录》 / Continued Record of Knowledge Painfully Acquired,https://zh.wikisource.org/zh-hans/%E5%9B%B0%E7%9F%A5%E8%A8%98%E7%BA%8C%E9%8C%B2,罗钦顺：《困知记续录》，维基文库电子本。,"Luo Qinshun, Continued Record of Knowledge Painfully Acquired, Wikisource."
src-lusheng-mobian-xu,primary-text,鲁胜《墨辩注叙》 / Preface to the Commentary on the Mohist Canons,https://zh.wikisource.org/zh-hans/%E9%AD%AF%E5%8B%9D%E5%A2%A8%E8%BE%AF%E6%B3%A8%E6%95%98,鲁胜：《墨辩注叙》，维基文库电子本。,"Lu Sheng, Preface to the Commentary on the Mohist Canons, Wikisource."
src-luxun-nalalism,primary-text,鲁迅《拿来主义》 / On Taking In,https://zh.wikisource.org/zh-hans/%E6%8B%BF%E6%9D%A5%E4%B8%BB%E4%B9%89,鲁迅：《拿来主义》，《且介亭杂文》，维基文库电子本。,"Lu Xun, 'On Taking In,' Qiejieting Essays, Wikisource."
src-lvkun-shenyinyu-tiandi,primary-text,"吕坤《呻吟语·天地》 / Shenyin yu, Heaven and Earth",https://zh.wikisource.org/zh-hans/%E5%91%BB%E5%90%9F%E8%AA%9E/%E5%A4%A9%E5%9C%B0,吕坤：《呻吟语·天地》，维基文库电子本。,"Lü Kun, Shenyin yu, 'Heaven and Earth,' Wikisource."
src-lvshi-chunqiu-chajin-ctext,primary-text-court-compilation,"《吕氏春秋·察今》 / Lüshi Chunqiu, ""Observing the Present""",https://ctext.org/lv-shi-chun-qiu/cha-jin/zh,吕不韦主编《吕氏春秋·察今》，中国哲学书电子化计划电子本。,"Lüshi Chunqiu, compiled under Lü Buwei, ""Observing the Present,"" Chinese Text Project electronic text."
src-mayifu-liuyilun-zhexueyanjiu,peer-reviewed-secondary-summary,《马一浮“六艺论”的诠释学意蕴》 / The Hermeneutic Implications of Ma Yifu's Theory of the Six Arts,https://zxyj.cbpt.cnki.net/portal/journal/portal/client/paper/bb968e62d511544be74c5b5927985237,《马一浮“六艺论”的诠释学意蕴》，《哲学研究》2024年论文摘要。,"The Hermeneutic Implications of Ma Yifu's Theory of the Six Arts, Philosophical Research, 2024, abstract."
src-mazu-jingde,later-chan-lamp-record,景德傳燈錄·江西道一禪師,https://cbetaonline.dila.edu.tw/zh/T51n2076_006,道原編：《景德傳燈錄》卷六〈江西道一禪師〉，《大正新脩大藏經》第51冊第2076號，CBETA。,"Daoyuan, comp., Jingde Record of the Transmission of the Lamp, juan 6, “Chan Master Daoyi of Jiangxi,” Taishō 51, no. 2076, CBETA."
src-mengzi-gaozi-i-ctext,primary-text-reported,"《孟子·告子上》 / Mengzi, ""Gaozi I""",https://ctext.org/mengzi/gaozi-i/zh,《孟子·告子上》，中国哲学书电子化计划电子本。,"Mengzi, ""Gaozi I,"" Chinese Text Project electronic text."
src-mengzi-jinxin-i-yangzhu-ctext,primary-text-polemical-report,"《孟子·尽心上》 / Mengzi, ""Jin Xin I""",https://ctext.org/text.pl?if=gb&node=1817,《孟子·尽心上》第二十六章，中国哲学书电子化计划电子本。,"Mengzi, ""Jin Xin I,"" chapter 26, Chinese Text Project electronic text."
src-mengzi-tengwengong-i-ctext,primary-text-reported,"《孟子·滕文公上》 / Mengzi, ""Teng Wen Gong I""",https://ctext.org/mengzi/teng-wen-gong-i/zh,《孟子·滕文公上》，中国哲学书电子化计划电子本。,"Mengzi, ""Teng Wen Gong I,"" Chinese Text Project electronic text."
src-peiwei-chongyoulun,transmitted-primary-text-historical-biography,晉書·裴頠傳所載崇有論,https://ctext.org/wiki.pl?if=zh&res=168481,房玄齡等：《晉書》卷三十五〈裴頠傳〉所載〈崇有論〉，中國哲學書電子化計劃。,"Book of Jin, juan 35, “Biography of Pei Wei,” preserving Pei's Discourse on Valuing Being, Chinese Text Project."
src-qianmu-political-institutions-ntu,peer-reviewed-secondary-summary,Political Institutions and Responsibilities: Qian Mu and the Study of Chinese Political History,https://scholars.lib.ntu.edu.tw/entities/publication/d2318d2a-991e-4c9f-bbd9-52d855ae395b,《政治制度与责任：钱穆与中国政治史研究》，台湾大学学术典藏，论文摘要。,"Political Institutions and Responsibilities: Qian Mu and the Study of Chinese Political History, National Taiwan University Scholars repository, abstract."
src-ruanji-daren,primary-text-digital-edition,大人先生傳,https://zh.wikisource.org/zh/%E5%A4%A7%E4%BA%BA%E5%85%88%E7%94%9F%E5%82%B3,阮籍：《大人先生傳》，維基文庫校錄本。,"Ruan Ji, Biography of Master Great Man, Wikisource digital text."
src-sengzhao-wubuqian-cbeta,primary-text-critical-digital-edition,僧肇《肇论·物不迁论》 / Things Do Not Shift,https://cbetaonline.dila.edu.tw/zh/T45n1858_001,僧肇：《肇论·物不迁论》，《大正藏》第45册第1858号，CBETA。,"Sengzhao, Zhao lun, 'Things Do Not Shift,' Taisho 45 no. 1858, CBETA."
src-sengzhao-zhaolun-cbeta,primary-text-critical-digital-edition,肇論·不真空論,https://cbetaonline.dila.edu.tw/zh/T45n1858_001,僧肇：《肇論》卷一〈不真空論〉，《大正新脩大藏經》第45冊第1858號，CBETA 電子佛典集成。,"Sengzhao, Zhao Lun, juan 1, “Treatise on the Emptiness of the Unreal,” Taishō shinshū daizōkyō 45, no. 1858, CBETA."
src-shangjunshu-xiuquan-ctext,primary-text-fragment-in-anthology,"《群书治要》卷三十六所载《商君子·修权》 / Qunshu Zhiyao 36, Shang Junzi, ""Cultivating Authority""",https://ctext.org/text.pl?if=en&node=278914,《群书治要》卷三十六所载《商君子·修权》，中国哲学书电子化计划电子本。,"Qunshu Zhiyao, vol. 36, excerpt from Shang Junzi, ""Cultivating Authority,"" Chinese Text Project electronic text."
src-shangshu-yushu-ctext,received-text-layered-and-partly-pseudographic,"《尚书·虞书》 / Shangshu, ""Documents of Yu""",https://ctext.org/shang-shu/yu-shu/zh,《尚书·虞书》，中国哲学书电子化计划电子本。,"Shangshu, ""Documents of Yu,"" Chinese Text Project electronic text."
src-shangshu-zhoushu-ctext,received-text-early-zhou-tradition,"《尚书·周书》 / Shangshu, ""Documents of Zhou""",https://ctext.org/shang-shu/zhou-shu/zh,《尚书·周书》，中国哲学书电子化计划电子本。,"Shangshu, ""Documents of Zhou,"" Chinese Text Project electronic text."
src-shenhui-xianzongji,attributed-chan-text-in-lamp-record,顯宗記,https://zh.wikisource.org/zh/%E9%A1%AF%E5%AE%97%E8%A8%98,傳神會撰：〈顯宗記〉，後收《景德傳燈錄》卷三十，維基文庫校錄本。,"Attributed to Shenhui, “Record Manifesting the Lineage,” later included in the Jingde Record of the Transmission of the Lamp, juan 30, Wikisource digital text."
src-shenxiu-datongbei,near-contemporary-biographical-inscription,荊州玉泉寺大通禪師碑銘並序,https://www.shidianguji.com/zh/book/SBCK307/chapter/SBCK307_1199,張說：〈荊州玉泉寺大通禪師碑銘並序〉，《唐文粹》卷六十三，《四部叢刊》本影像。,"Zhang Yue, “Stele Inscription with Preface for Chan Master Datong of Yuquan Monastery,” Tang wen cui, juan 63, Sibu congkan facsimile."
src-shiji-mengzi-xunqing-ctext,early-historical-report,"《史记·孟子荀卿列传》 / Shiji, ""Biographies of Mengzi and Xun Qing""",https://ctext.org/shiji/meng-zi-xun-qing-lie-zhuan/zh,司马迁《史记·孟子荀卿列传》，中国哲学书电子化计划电子本。,"Sima Qian, Shiji, ""Biographies of Mengzi and Xun Qing,"" Chinese Text Project electronic text."
src-shiji-taishigongzixu-ctext,primary-text-embedded-essay,"《史记·太史公自序》 / Shiji, ""The Autobiographical Postface of the Grand Historian""",https://ctext.org/shiji/tai-shi-gong-zi-xu/zh,司马迁《史记·太史公自序》所录司马谈《论六家要旨》，中国哲学书电子化计划电子本。,"Sima Qian, Shiji, ""The Autobiographical Postface of the Grand Historian,"" preserving Sima Tan's ""Essential Points of the Six Schools,"" Chinese Text Project electronic text."
src-sunbin-jianweiwang-ctext,excavated-text-edition,"银雀山汉简《孙膑兵法·见威王》 / Yinqueshan Han-slip Sun Bin's Art of War, ""Audience with King Wei""",https://ctext.org/wiki.pl?chapter=758838&if=en,银雀山汉墓竹简整理本《孙膑兵法·见威王》，中国哲学书电子化计划电子本。,"Yinqueshan Han-slip edition of Sun Bin's Art of War, ""Audience with King Wei,"" Chinese Text Project electronic text."
src-sunzi-junxing-ctext,primary-text,"《孙子兵法·军形》 / Sunzi, ""Military Disposition""",https://ctext.org/art-of-war/tactical-dispositions/zh,《孙子兵法·军形》，中国哲学书电子化计划电子本。,"Sunzi, ""Military Disposition,"" Chinese Text Project electronic text."
src-tangzhen-qianshu-shiyu,primary-text,"唐甄《潜书·室语》 / Qianshu, Domestic Conversation",https://zh.wikisource.org/zh-hans/%E6%BD%9B%E6%9B%B8/%E4%B8%8B%E7%AF%87%E4%B8%8B,唐甄：《潜书·室语》，维基文库电子本。,"Tang Zhen, Qianshu, 'Domestic Conversation,' Wikisource."
src-wang-ruoshui-human-starting-point,primary-essay-university-republication,人是马克思主义的出发点,https://epc.swu.edu.cn/info/1128/3215.htm,王若水：〈人是马克思主义的出发点〉，收入《人是马克思主义的出发点——人性、人道主义问题论集》，人民出版社；西南大学全文转载。,"Wang Ruoshui, “The Human Being Is the Starting Point of Marxism,” in The Human Being Is the Starting Point of Marxism (People's Press), full-text republication by Southwest University."
src-wangbi-daodejing-zhu-ctext,primary-text-digital-facsimile,道德真經註,https://ctext.org/dao-de-zhen-jing-zhu/zh,王弼：《道德真經註》，《四庫全書》本影像，中國哲學書電子化計劃。,"Wang Bi, Commentary on the Daodejing (Dao de zhen jing zhu), Siku quanshu facsimile, Chinese Text Project."
src-wangbi-zhouyi-lueli,primary-commentary-digital-edition,"王弼《周易略例·明象》 / Zhouyi lueli, Clarifying Images",https://zh.wikisource.org/zh/%E5%91%A8%E6%98%93%E7%95%A5%E4%BE%8B,王弼：《周易略例·明象》，维基文库校录本。,"Wang Bi, Zhouyi lueli, 'Clarifying Images,' Wikisource digital text."
src-wangfu-qianfulun,primary-text-digital-facsimile,潛夫論,https://ctext.org/qian-fu-lun/zh,王符：《潛夫論》，《四部叢刊》本影像，中國哲學書電子化計劃。,"Wang Fu, Discourses of a Recluse (Qianfu lun), Sibu congkan facsimile, Chinese Text Project."
src-wangtingxiang-shenyan-mingruxuean,primary-fragment-in-scholarly-anthology,王廷相《慎言》气论（《明儒学案》引） / Wang Tingxiang on primordial qi,https://zh.wikisource.org/zh-hans/%E6%98%8E%E5%84%92%E5%AD%B8%E6%A1%88_(%E5%9B%9B%E5%BA%AB%E5%85%A8%E6%9B%B8%E6%9C%AC)/%E5%85%A8%E8%A6%BD2,黄宗羲《明儒学案》所录王廷相《慎言》气论，维基文库四库本。,"Wang Tingxiang's Shenyan passage preserved in Huang Zongxi's Mingru xue'an, Siku edition on Wikisource."
src-wei-haiguotuzhi-yuanxu-wikisource,primary-text-preface,"魏源《海国图志·原叙》 / Wei Yuan, Original Preface to the Illustrated Treatise on the Maritime Kingdoms",https://zh.wikisource.org/zh-hant/%E6%B5%B7%E5%9C%8B%E5%9C%96%E5%BF%97/%E5%8E%9F%E6%95%98,魏源《海国图志·原叙》，维基文库电子本。,"Wei Yuan, Original Preface to the Illustrated Treatise on the Maritime Kingdoms, Wikisource electronic text."
src-wunengzi-shengguo,primary-text-textual-persona,"《无能子·圣过》 / Wunengzi, The Errors of Sages",https://zh.wikisource.org/zh-hans/%E7%84%A1%E8%83%BD%E5%AD%90/%E8%81%96%E9%81%8E,《无能子·圣过》，维基文库电子本。,"Wunengzi, 'The Errors of Sages,' Wikisource."
src-xiangxiu-nanyangsheng,primary-text-digital-edition,難嵇叔夜養生論,https://m.guwendao.net/shiwenv_793008e3c0b0.aspx,向秀：《難嵇叔夜養生論》，古文島據傳世文集整理本。,"Xiang Xiu, “Objections to Ji Shuye's Discourse on Nourishing Life,” digital transcription from the received literary collection."
