id,type,title,url,citation_zh,citation_en
src-xu-fuguan-art-spirit-manuscript,author-manuscript-scholarly-transcription,《中國藝術精神》手稿整理系列（六）：中國藝術精神主體之呈現——莊子的再發現,https://dcollection.lib.thu.edu.tw/wp-content/uploads/2024/12/05-%E9%A4%A8%E5%88%8A56%E6%9C%9F73-93%E8%AC%9D%E5%82%99%E6%AE%B7%E8%AC%9D%E9%B6%AF%E8%88%88.pdf,徐复观手稿，谢鹤兴、谢傅殿整理：〈《中国艺术精神》手稿整理系列（六）：中国艺术精神主体之呈现——庄子的再发现〉，《东海大学图书馆馆刊》第56期，第73—93页。,"Xu Fuguan manuscript, transcribed by Xie Hexing and Xie Fudian, “Manuscript Series on The Spirit of Chinese Art (VI): Zhuangzi and the Emergence of the Artistic Subject,” Tunghai University Library Bulletin 56, pp. 73–93."
src-xuanzang-zhenweishiliang,reported-oral-argument-in-disciple-commentary,因明入正理論疏所傳玄奘真唯識量,https://cbetaonline.dila.edu.tw/zh/T44n1840_001,窺基：《因明入正理論疏》卷上所傳玄奘“真唯識量”，《大正新脩大藏經》第44冊第1840號，CBETA。,"Kuiji, Commentary on the Nyāyapraveśa, juan 1, transmitting Xuanzang's “Inference of Consciousness-Only,” Taishō 44, no. 1840, CBETA."
src-yan-yuanqiang-wikisource,primary-text-essay,"严复《原强》 / Yan Fu, On Strength",https://zh.wikisource.org/zh-hans/%E5%8E%9F%E5%BC%B7,严复《原强》，维基文库电子本。,"Yan Fu, On Strength, Wikisource electronic text."
src-yangzi-fayan-xiushen-ctext,primary-text,"《扬子法言·修身卷第三》 / Yangzi Fayan, ""Cultivating the Self""",https://ctext.org/yangzi-fayan/juan-san/zh,扬雄《扬子法言·修身卷第三》，中国哲学书电子化计划电子本。,"Yang Xiong, Yangzi Fayan, ""Cultivating the Self,"" Chinese Text Project electronic text."
src-yanzichunqiu-he-wikisource,received-text-traditional-attribution,《晏子春秋·外篇第七》“和与同异” / Yanzi chunqiu on Harmony and Sameness,https://zh.wikisource.org/zh-hans/%E6%99%8F%E5%AD%90%E6%98%A5%E7%A7%8B/%E5%8D%B7%E4%B8%83,《晏子春秋》卷七，维基文库电子本。,"Yanzi chunqiu, juan 7, Wikisource electronic text."
src-zhang-dainian-jianhe-tsinghua,primary-quotation-in-university-scholarly-essay,张岱年先生的“兼和”思想,https://www.tsinghua.edu.cn/info/1661/56131.htm,李存山：〈张岱年先生的“兼和”思想〉，清华大学，引用《张岱年全集》第6卷第225页及第8卷第602页。,"Li Cunshan, “Zhang Dainian's Thought of Inclusive Harmony,” Tsinghua University, quoting Zhang Dainian's Complete Works, vol. 6, p. 225 and vol. 8, p. 602."
src-zhang-shiying-similarity-communication-pku,primary-journal-article,相同与相通——兼论哲学的任务,https://ccj.pku.edu.cn/Article/info?aid=271014433,张世英：〈相同与相通——兼论哲学的任务〉，《北京大学学报（哲学社会科学版）》1995年第4期，第53—59、128页。,"Zhang Shiying, “Sameness and Interconnection: On the Task of Philosophy,” Journal of Peking University (Philosophy and Social Sciences), 1995 no. 4, pp. 53–59, 128."
src-zhangdongsun-iep-topics,scholarly-encyclopedia-secondary-summary,Chinese Philosophy: Overview of Topics — Zhang Dongsun,https://iep.utm.edu/chinese-philosophy-overview-of-topics/,《互联网哲学百科全书》“中国哲学：主题概览”之“张东荪：多元文化认识论”节。,"Internet Encyclopedia of Philosophy, Chinese Philosophy: Overview of Topics, section Zhang Dongsun: Pluralistic Cultural Epistemology."
src-zhangjunmai-iep,scholarly-encyclopedia-secondary-summary,Zhang Junmai (Carsun Chang),https://iep.utm.edu/zhang-ju/,《互联网哲学百科全书》“张君劢（Carsun Chang）”，第2节“1923年论战与道德形上学”。,"Internet Encyclopedia of Philosophy, Zhang Junmai (Carsun Chang), sec. 2, The Debate of 1923 and Zhang's Moral Metaphysics."
src-zhangtaiyan-bokang-wikisource,primary-text-polemical-essay,"章太炎《驳康有为论革命书》 / Zhang Taiyan, Refutation of Kang Youwei's Letter on Revolution",https://zh.wikisource.org/zh-hans/%E9%A7%81%E5%BA%B7%E6%9C%89%E7%82%BA%E8%AB%96%E9%9D%A9%E5%91%BD%E6%9B%B8,章太炎《驳康有为论革命书》（1903），维基文库电子本。,"Zhang Taiyan, Refutation of Kang Youwei's Letter on Revolution (1903), Wikisource electronic text."
src-zhengxuan-liji-liji,primary-commentary-digital-facsimile,禮記鄭氏注·禮器,https://www.shidianguji.com/book/SBCK006/chapter/1j70xz2ykbm0o_19,鄭玄注：《禮記鄭氏注》卷十〈禮器〉，《四部叢刊》景宋刊本影像。,"Zheng Xuan, Commentary on the Book of Rites, juan 10, “Ritual Vessels,” facsimile of a Song edition in Sibu congkan."
src-zhidun-xiaoyaolun-fragment,lost-work-fragment-in-commentary,世說新語·文學劉孝標注引支遁《逍遙論》,https://xbzs.ecnu.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=9187,支遁〈逍遙論〉佚文，見劉孝標《世說新語·文學》注；校引參劉梁劍〈《逍遙遊》向郭義與支遁義勘會〉，《華東師範大學學報（哲學社會科學版）》2010年第3期。,"Fragment of Zhi Dun's lost Discourse on Free Wandering, quoted in Liu Xiaobiao's commentary to A New Account of the Tales of the World; checked against Liu Liangjian, ECNU Journal, 2010.3."
src-zhiyi-mohezhiguan-cbeta,recorded-lecture-critical-digital-edition,摩訶止觀,https://cbetaonline.dila.edu.tw/zh/T46n1911_005,智顗說、灌頂記：《摩訶止觀》卷五，《大正新脩大藏經》第46冊第1911號，CBETA 電子佛典集成。,"Zhiyi (lectures), recorded by Guanding, Mohe zhiguan, juan 5, Taishō shinshū daizōkyō 46, no. 1911, CBETA."
src-zhongshuo-wangtong-one,later-recorded-sayings,"《中说》卷一 / Zhongshuo, juan 1",https://zh.wikisource.org/zh-hans/%E4%B8%AD%E8%AA%AA/%E5%8D%B7%E4%B8%80,旧题王通：《中说》卷一，维基文库电子本。,"Traditionally attributed to Wang Tong, Zhongshuo, juan 1, Wikisource."
src-zhouyi-qian-ctext,received-oracular-text-traditional-attribution,"《周易·乾》卦辞 / Zhouyi, Qian hexagram statement",https://ctext.org/book-of-changes/qian/zh,《周易·乾》卦辞，中国哲学书电子化计划电子本。,"Zhouyi, Qian hexagram statement, Chinese Text Project electronic text."
src-zhouyi-xicixia-ctext,received-text-later-attribution,"《周易·系辞下》 / Zhouyi, ""Appended Statements II""",https://ctext.org/book-of-changes/xi-ci-xia/zh,《周易·系辞下》，中国哲学书电子化计划电子本。,"Zhouyi, ""Appended Statements II,"" Chinese Text Project electronic text."
src-zhuangzi-tianxia-ctext,primary-text-reported,"《庄子·天下》 / Zhuangzi, ""All under Heaven""",https://ctext.org/zhuangzi/tian-xia/zh,《庄子·天下》，中国哲学书电子化计划电子本。,"Zhuangzi, ""All under Heaven,"" Chinese Text Project electronic text."
src-zongmi-chanyuanxuqian-cbeta,primary-text-critical-digital-edition,禪源諸詮集都序,https://cbetaonline.dila.edu.tw/zh/T48n2015_001,宗密：《禪源諸詮集都序》卷一，《大正新脩大藏經》第48冊第2015號，CBETA 電子佛典集成。,"Guifeng Zongmi, General Preface to the Collected Expressions of the Source of Chan, juan 1, Taishō shinshū daizōkyō 48, no. 2015, CBETA."
src-zongmi-yuanrenlun-cbeta,primary-text-critical-digital-edition,宗密《原人论》 / Inquiry into the Origin of Humanity,https://cbetaonline.dila.edu.tw/zh/T45n1886_001,宗密：《原人论》，《大正藏》第45册第1886号，CBETA。,"Zongmi, Inquiry into the Origin of Humanity, Taisho 45 no. 1886, CBETA."
su-shi-riyu,primary-text,苏轼《日喻》,https://zh.wikisource.org/zh-hant/%E6%97%A5%E5%96%BB,〔宋〕苏轼：〈日喻〉，《东坡全集》卷四十九，四库全书本。,"Su Shi, 'Riyu' (A Parable of the Sun), Dongpo quanji, juan 49, Siku edition."
sunyatsen-sanmin-primary,official-primary-source,孙中山《三民主义》,https://www.sunyat-sen.org/portal/article/index.html?cid=19&id=24187,孙中山故居纪念馆公开的《三民主义》文本。,Text of Sun Yat-sen's Three Principles of the People published by the Sun Yat-sen memorial institution.
tu-ecological-turn-2001,author-peer-reviewed-article,"Tu Weiming, “The Ecological Turn in New Confucian Humanism”",https://www.amacad.org/sites/default/files/academy/multimedia/pdfs/publications/daedalus/fall2001/01_fall_daedalus_Weiming.pdf,杜维明：〈The Ecological Turn in New Confucian Humanism: Implications for China and the World〉，《Daedalus》130卷4期（2001），243—264页。,"Tu Weiming, “The Ecological Turn in New Confucian Humanism: Implications for China and the World,” Daedalus 130.4 (2001): 243–264."
uhp-li-zehou-sedimentation-2018,university-press-book-chapter,Li Zehou’s Aesthetics and the Confucian ‘Body’ of Chinese Cultural Sedimentation,https://www.degruyterbrill.com/document/doi/10.1515/9780824876104-016/html,Tsuyoshi Ishii：〈李泽厚美学与中国文化积淀的儒家“身体”〉，载Roger T. Ames、贾晋华编《李泽厚与儒家哲学》，夏威夷大学出版社，2018，第313—334页。,"Tsuyoshi Ishii, ‘Li Zehou’s Aesthetics and the Confucian “Body” of Chinese Cultural Sedimentation,’ in Li Zehou and Confucian Philosophy, University of Hawai‘i Press, 2018, 313–334."
wang-daiyu-zhengjiao,primary-text,王岱舆《正教真诠》,https://ctext.org/searchbooks.pl?if=gb&searchu=%E6%AD%A3%E6%95%99%E7%9C%9F%E8%A9%AE,〔明清〕王岱舆：《正教真诠》上卷〈真一〉，余振贵、铁大钧校注，银川：宁夏人民出版社，1988年。,"Wang Daiyu, Zhengjiao zhenquan, first juan, 'True One,' ed. Yu Zhengui and Tie Dajun (Yinchuan: Ningxia People's Press, 1988)."
wang-fuzhi-shangshu-yinyi,primary-commentary,王夫之《尚书引义·太甲二》,https://ctext.org/searchbooks.pl?if=gb&searchu=天地之德不易而天地之化日新,〔清〕王夫之：《尚书引义》卷三〈太甲二〉。,"Wang Fuzhi, Shangshu yinyi, juan 3, 'Taijia II.'"
wang-fuzhi-zhouyi-waizhuan-5,primary-text,王夫之《周易外传》卷五,https://ctext.org/wiki.pl?chapter=2084019&if=gb,〔清〕王夫之：《周易外传》卷五，释《系辞上传》第十二章，中国哲学书电子化计划电子本。,"Wang Fuzhi, Zhouyi waizhuan, juan 5, commentary on Xici zhuan I, chapter 12, Chinese Text Project digital text."
wang-gen-xinzhai,disciple-compilation,《王心斋先生全集》,https://sk.taizhou.gov.cn/tzxp/art/2024/art_1243d0a2de14403b83f02a5a98895cbb.html,〔明〕王艮语，门人编：《王心斋先生全集》卷三〈语录〉，陈祝生点校，南京：江苏教育出版社，2001年。,"Sayings of Wang Gen compiled by disciples, Wang Xinzhai xiansheng quanji, juan 3, ed. Chen Zhusheng (Nanjing: Jiangsu Education, 2001)."
wang-gen-yulu-anshen,disciple-compilation,《王心斋先生全集》卷三·语录,https://sk.taizhou.gov.cn/tzxp/art/2024/art_1243d0a2de14403b83f02a5a98895cbb.html,〔明〕王艮语，门人编：《王心斋先生全集》卷三〈语录〉。,"Sayings of Wang Gen compiled by disciples, Wang Xinzhai xiansheng quanji, juan 3."
wang-hui-depoliticized-2006,author-journal-article-open-text,"Wang Hui, “Depoliticized Politics, From East to West”",https://newleftreview.org/issues/ii41/articles/hui-wang-depoliticized-politics-from-east-to-west,"汪晖：〈Depoliticized Politics, From East to West〉，Chris Connery译，《New Left Review》II/41（2006），29—45页。","Wang Hui, “Depoliticized Politics, From East to West,” trans. Chris Connery, New Left Review II/41 (2006): 29–45."
wang-ji-tianquanzhengdao,participant-record,王畿《天泉证道纪》,https://ctext.org/searchbooks.pl?if=gb&searchu=%E5%A4%A9%E6%B3%89%E8%AD%89%E9%81%93%E7%B4%80,〔明〕王畿：〈天泉证道纪〉，《龙溪王先生全集》卷一，明万历刻本。,"Wang Ji, 'Tianquan zhengdao ji,' Longxi Wang xiansheng quanji, juan 1, Ming Wanli edition."
wang-yangming-chuanxilu-liangzhi,disciple-record,王阳明《传习录》中,https://zh.wikisource.org/zh-hant/傳習錄,〔明〕王守仁语，门人记录：《传习录》中。,"Sayings of Wang Yangming recorded by disciples, Chuanxilu, middle part."
wang-yangming-chuanxilu-xuai,primary-text-in-early-compilation,王阳明《传习录》上·徐爱录,https://zh.wikisource.org/zh-hant/%E5%82%B3%E7%BF%92%E9%8C%84,〔明〕王守仁口述，徐爱记录：《传习录》上〈徐爱录〉；吴光等编校《王阳明全集》，上海：上海古籍出版社，2011年。,"Wang Yangming (Wang Shouren), recorded by Xu Ai, Chuanxilu, part 1, 'Xu Ai lu'; in Wu Guang et al., eds., Wang Yangming quanji (Shanghai: Shanghai Classics Publishing House, 2011)."
wang-yinglin-kunxue,primary-text,王应麟《困学纪闻》,https://ctext.org/searchbooks.pl?if=gb&searchu=%E5%9B%B0%E5%AD%B8%E7%B4%80%E8%81%9E,〔宋〕王应麟：《困学纪闻》卷八，翁元圻等注，上海：上海古籍出版社，2008年。,"Wang Yinglin, Kunxue jiwen, juan 8, annotated by Weng Yuanqi et al. (Shanghai: Shanghai Guji, 2008)."
wikisource-cai-education-1900,digital-text-corpus,蔡元培《一九〇〇年以来教育之进步》,https://zh.wikisource.org/zh-hant/%E4%B8%80%E4%B9%9D%E3%80%87%E3%80%87%E5%B9%B4%E4%BB%A5%E4%BE%86%E6%95%99%E8%82%B2%E4%B9%8B%E9%80%B2%E6%AD%A5,维基文库所收蔡元培《一九〇〇年以来教育之进步》公版文本。,Public-domain transcription of Cai Yuanpei's Progress in Education Since 1900 on Wikisource.
wikisource-hushi-problems-isms,digital-text-corpus,胡适《问题与主义》,https://zh.wikisource.org/zh-hans/%E5%95%8F%E9%A1%8C%E8%88%87%E4%B8%BB%E7%BE%A9,维基文库所收胡适《问题与主义》公版文本。,Public-domain transcription of Hu Shi's Problems and Isms on Wikisource.
wikisource-renxue,digital-text-corpus,谭嗣同《仁学》,https://zh.wikisource.org/zh-hans/%E4%BB%81%E5%AD%B8,维基文库所收谭嗣同《仁学》公版文本；正式校勘仍须对照全集版本。,Public-domain transcription of Tan Sitong's Renxue on Wikisource; a critical collected edition remains required for final textual collation.
wikisource-xinminshuo,digital-text-corpus,梁启超《新民说》,https://zh.wikisource.org/wiki/%E6%96%B0%E6%B0%91%E8%AA%AA,维基文库所收梁启超《新民说》公版文本。,Public-domain transcription of Liang Qichao's Xinmin Shuo on Wikisource.
wiley-zhang-dainian-creative-synthesis-2002,academic-book-chapter,Zhang Dainian: Creative Synthesis and Chinese Philosophy,https://onlinelibrary.wiley.com/doi/10.1002/9780470753491.ch12,〈张岱年：创造综合与中国哲学〉，载成中英、Nicholas Bunnin编《当代中国哲学》，Blackwell/Wiley，2002。,"‘Zhang Dainian: Creative Synthesis and Chinese Philosophy,’ in Contemporary Chinese Philosophy, ed. Chung-ying Cheng and Nicholas Bunnin, Blackwell/Wiley, 2002."
wu-cheng-benxinlouji,primary-text,吴澄《本心楼记》,https://www.shidianguji.com/zh/mingju/7544165338587840555,〔元〕吴澄：〈仙城本心楼记〉，《吴文正集》卷二十六，四库全书本。,"Wu Cheng, 'Xiancheng Benxinlou ji,' Wu Wenzheng ji, juan 26, Siku edition."
wu-yubi-rilu,primary-diary,吴与弼《康斋日录》,https://ctext.org/searchbooks.pl?if=gb&searchu=%E5%BA%B7%E9%BD%8B%E6%97%A5%E9%8C%84,〔明〕吴与弼：《康斋日录》，《康斋集》卷十，四库全书本。,"Wu Yubi, Kangzhai rilu, Kangzhai ji, juan 10, Siku edition."
xu-heng-luzhai-yishu,disciple-record,《鲁斋遗书》,https://ctext.org/searchbooks.pl?if=gb&searchu=%E9%AD%AF%E9%BD%8B%E9%81%BA%E6%9B%B8,〔元〕许衡语，门人编：《鲁斋遗书》卷一，四库全书本。,"Sayings of Xu Heng compiled by disciples, Luzhai yishu, juan 1, Siku edition."
yan-yuan-cunxue-bian,primary-text,颜元《存学编》,https://www.shidianguji.com/zh/book/CADAL02091872/chapter/1lcsiuknegg8b,〔清〕颜元：《存学编》〈性理评〉。,"Yan Yuan, Cunxue bian, 'Critique of Xingli Learning.'"
yan-yuan-xizhai,primary-text,颜元《习斋记余》,https://ctext.org/searchbooks.pl?if=gb&searchu=%E7%BF%92%E9%BD%8B%E8%A8%98%E9%A4%98,〔清〕颜元：《习斋记余》卷三〈答齐笃公秀才书〉，王星贤等点校《颜元集》，北京：中华书局，1987年。,"Yan Yuan, Xizhai jiyu, juan 3, letter to Qi Dugong; Yan Yuan ji (Beijing: Zhonghua, 1987)."
yang-guorong-philosophical-horizons-2019,author-academic-book-open-pdf,"Yang Guorong, Philosophical Horizons: Metaphysical Investigation in Chinese Philosophy",https://brill.com/display/book/9789004396302/9789004396302_webready_content_text.pdf,杨国荣：《Philosophical Horizons: Metaphysical Investigation in Chinese Philosophy》，Paul J. D’Ambrosio编译，Leiden：Brill，2019年，尤其第1章及第7章。,"Yang Guorong, Philosophical Horizons: Metaphysical Investigation in Chinese Philosophy, ed. and trans. Paul J. D’Ambrosio (Leiden: Brill, 2019), esp. chaps. 1 and 7."
ye-shi-zhongyong,primary-text,叶适《进卷·中庸》,https://www.chinakongzi.org/baike/MINGCI/zhexue/201711/t20171114_147014.htm,〔宋〕叶适：〈进卷·中庸〉，《水心先生别集》卷七；刘公纯等点校《叶适集》，北京：中华书局，1961年。,"Ye Shi, 'Jinjuan: Zhongyong,' Shuixin xiansheng bieji, juan 7; Ye Shi ji (Beijing: Zhonghua, 1961)."
zhan-ruoshui-ganquan,primary-text,湛若水《甘泉先生文集》,https://ctext.org/searchbooks.pl?if=gb&searchu=%E7%94%98%E6%B3%89%E5%85%88%E7%94%9F%E6%96%87%E9%9B%86,〔明〕湛若水：《甘泉先生文集》卷七〈答阳明王都宪论格物〉，四库全书存目丛书本。,"Zhan Ruoshui, reply to Wang Yangming on investigating things, Ganquan xiansheng wenji, juan 7."
zhang-shi-yili,early-biographical-attestation,朱熹《右文殿修撰张公神道碑》所录张栻常言,https://www.rujiazg.com/article/11466,〔宋〕朱熹：〈右文殿修撰张公神道碑〉，《晦庵先生朱文公文集》卷八十九，所录张栻常言。,"Zhu Xi, funerary inscription for Zhang Shi, Hui'an xiansheng Zhu Wengong wenji, juan 89, quoting Zhang Shi's habitual teaching."
zhang-xuecheng-yijiao,primary-text,章学诚《文史通义·易教上》,https://zh.wikisource.org/zh-hant/%E6%96%87%E5%8F%B2%E9%80%9A%E7%BE%A9/%E6%98%93%E6%95%99%E4%B8%8A,〔清〕章学诚：《文史通义》内篇一〈易教上〉，叶瑛校注，北京：中华书局，1985年。,"Zhang Xuecheng, Wenshi tongyi, inner chapter 1, 'Yijiao I,' annotated by Ye Ying (Beijing: Zhonghua, 1985)."
zhang-xuecheng-yuan-dao,primary-text,章学诚《文史通义·原道中》,https://zh.wikisource.org/wiki/文史通義/原道中,〔清〕章学诚：《文史通义》内篇二〈原道中〉。,"Zhang Xuecheng, Wenshi tongyi, 'The Origin of the Way II.'"
zhang-zai-ximing,primary-text,张载《西铭》,https://zh.wikisource.org/wiki/西銘,〔宋〕张载：《西铭》，收入《正蒙》。,"Zhang Zai, Ximing (Western Inscription)."
zhang-zai-zhengmeng-taihe,primary-text,张载《正蒙·太和篇》,https://zh.wikisource.org/zh-hant/%E6%AD%A3%E8%92%99/01,〔宋〕张载：《正蒙》卷一〈太和篇第一〉，维基文库电子校录本。,"Zhang Zai, Zhengmeng, juan 1, 'Taihe,' chapter 1, Wikisource digital transcription."
zhao-tingyang-tianxia-2009,author-peer-reviewed-article,"Zhao Tingyang, “A Political World Philosophy in terms of All-under-heaven”",https://journals.sagepub.com/doi/abs/10.1177/0392192109102149,赵汀阳：〈A Political World Philosophy in terms of All-under-heaven (Tian-xia)〉，《Diogenes》56卷1期（2009），5—18页，DOI: 10.1177/0392192109102149。,"Zhao Tingyang, “A Political World Philosophy in terms of All-under-heaven (Tian-xia),” Diogenes 56.1 (2009): 5–18, https://doi.org/10.1177/0392192109102149."
zhou-dunyi-taijitu-shuo,primary-text,周敦颐《太极图说》,https://ctext.org/wiki.pl?if=gb&res=602558,〔宋〕周敦颐：《太极图说》，《重刊道藏辑要》本《周濂溪先生太极图》，中国哲学书电子化计划电子本。,"Zhou Dunyi, Taijitu shuo (Explanation of the Diagram of the Supreme Ultimate), Chongkan Daozang jiyao edition of Zhou Lianxi xiansheng Taijitu, Chinese Text Project digital text."
zhou-dunyi-tongshu-cheng,primary-text,周敦颐《通书·诚上》,https://zh.wikisource.org/wiki/經史百家雜鈔/卷2,〔宋〕周敦颐：《通书》〈诚上第一〉。,"Zhou Dunyi, Tongshu, 'Sincerity I.'"
zhu-xi-daxue-gewu,primary-commentary,朱熹《四书章句集注·大学章句》补传,https://zh.wikisource.org/wiki/四書章句集註/大學章句,〔宋〕朱熹：《四书章句集注·大学章句》格物致知补传。,"Zhu Xi, Daxue zhangju, supplement on investigating things and extending knowledge."
zhu-xi-renshuo,primary-text,朱熹〈仁说〉,https://ccjournal.ccu.edu.tw/var/file/58/1058/img/173/28_02.pdf,〔宋〕朱熹：〈仁说〉，《晦庵先生朱文公文集》卷六十七；《朱熹集》，成都：四川教育出版社，1996年。,"Zhu Xi, 'Renshuo' (Treatise on Ren), Hui'an xiansheng Zhu Wengong wenji, juan 67; Zhu Xi ji (Chengdu: Sichuan Education Press, 1996)."
